Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Memory Bound:Persistent Memory Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",619.200329,71.5,6.4,33.1,7.5,1.3,0.1,43.0,115671470040,159814794300,672047040,84005880,0,84005880,756052920,0,18.512987,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43dbe7
__kmpc_atomic_fixed8_add,581.546255,68.6,79.4,2.7,2.6,1.0,0.0,0.0,74468233980,16800504000,0,0,0,0,0,0,35.507937,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
tcache_get,378.632633,0.0,16.3,1.0,0.9,2.4,1.6,0.0,347392421460,932637978300,0,0,0,0,0,0,16.538776,libc-2.29.so,tcache_get,malloc.c,0x98bd9
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",333.133961,5.6,25.7,0.0,2.0,2.8,0.0,0.0,446053381200,0,0,0,0,0,0,0,14.506860,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43d636
operator new,321.628549,0.0,17.9,0.0,0.8,1.6,2.2,0.0,97148914380,65521965600,0,0,0,0,0,0,11.331691,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
calConstantForSecondTerm$omp$parallel_for@91,310.123138,37.5,0.0,14.8,0.0,74.8,0.0,0.0,378011340,0,0,0,0,0,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@91,utilityClusteringFunctions.cpp,0x43d251
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",304.370432,0.0,13.0,0.0,0.1,0.4,1.0,0.0,23436703080,1327659828600,0,0,0,0,0,0,17.320175,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43d753
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",290.250154,12.1,7.1,0.0,0.0,0.9,0.0,0.0,216600497820,20790623700,0,0,0,0,0,0,14.201709,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
func@0x404370,197.683889,49.2,5.8,1.0,0.0,0.0,68.2,0.0,114915447360,210006300,0,0,0,0,0,0,14.965620,driverForGraphClustering,func@0x404370,[Unknown],0x404370
"std::vector<double, std::allocator<double>>::push_back",187.747397,0.0,16.5,2.0,0.8,0.0,2.0,0.0,165568966920,17640529200,0,0,0,0,0,0,19.095238,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43db07
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",187.224424,0.0,9.3,3.9,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43d65e
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",147.478457,3.0,15.9,0.0,0.0,0.0,2.1,0.0,97526925720,223446703200,0,0,0,0,0,0,17.612774,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43d65e
operator delete,145.909537,3.2,17.3,2.6,0.0,1.8,1.1,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
tcache_put,143.817644,26.8,34.4,3.6,0.0,0.0,0.0,0.0,6426192780,1890056700,0,0,0,0,0,0,13.917226,libc-2.29.so,tcache_put,malloc.c,0x967bc
tcache_put,143.817644,20.3,9.9,0.0,3.0,9.1,48.7,0.0,66151984500,380741421900,0,0,0,0,0,0,10.302564,libc-2.29.so,tcache_put,malloc.c,0x95390
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",114.531142,0.0,27.6,2.6,9.5,5.8,1.4,0.0,0,210006300000,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43e081
renumberClustersContiguously,99.887891,64.2,27.2,4.1,12.1,21.6,0.0,0.0,93746812320,1260037800,126008820,0,126008820,0,0,0,17.070513,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x450670
func@0x967a0,89.951399,0.0,17.6,0.0,0.0,5.6,0.0,0.0,191273738040,0,0,0,0,0,0,0,10.470046,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
"std::vector<double, std::allocator<double>>::operator[]",85.767613,0.0,15.9,0.0,0.0,1.6,0.0,0.0,291068731800,0,0,0,0,0,0,0,17.061820,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43d644
initCommAss$omp$parallel_for@99,82.106800,57.8,0.0,0.0,0.0,0.0,27.0,0.0,0,1050031500,0,0,0,0,0,0,0.0,driverForGraphClustering,initCommAss$omp$parallel_for@99,utilityClusteringFunctions.cpp,0x43ebc0
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",70.601389,68.1,0.0,35.9,0.3,0.0,0.0,28.2,23814714420,23100693000,126008820,0,0,0,42002940,0,7.921569,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43db75
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",70.078416,30.3,3.8,56.6,17.2,5.4,0.0,0.0,0,25200756000,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e3a3
std::_Rb_tree_decrement,69.555442,0.0,11.0,2.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
[sep5],63.802737,0.0,0.0,0.6,21.1,13.0,1.2,0.0,15876476280,11340340200,0,42002940,42002940,0,0,0,844.333333,sep5,[sep5],[Unknown],0x0
func@0x4042b0,60.141924,18.6,15.8,0.0,3.2,2.3,6.8,0.0,354574636920,0,0,0,0,0,0,0,12.900749,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
free_perturb,59.618951,0.0,14.9,0.0,0.0,5.1,0.0,0.0,38179145340,0,0,0,0,0,0,0,19.146119,libc-2.29.so,free_perturb,malloc.c,0x95192
__gnu_cxx::new_allocator<double>::allocate,58.050031,0.0,16.1,0.0,8.3,0.0,4.2,0.0,3402102060,106053181500,0,0,0,0,0,0,26.051282,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43dd07
func@0x4043b0,58.050031,4.5,14.5,0.0,0.4,2.1,1.2,0.0,230964928740,0,0,0,0,0,0,0,12.776256,driverForGraphClustering,func@0x4043b0,[Unknown],0x4043b0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",55.435165,40.8,50.7,44.7,7.2,10.6,0.0,0.0,0,23310699300,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e38f
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",52.820298,0.4,7.5,0.0,2.2,10.8,1.6,0.0,17388521640,2100063000,0,0,0,0,0,0,10.995935,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43db83
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end",47.067593,0.0,9.3,9.3,0.0,3.3,0.0,0.0,36289088640,2100063000,0,0,0,0,0,0,31.100000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end(void)",stl_tree.h,0x43d4ce
alloc_perturb,45.498673,8.4,25.5,0.0,0.0,0.0,0.0,0.0,181445443200,0,0,0,0,0,0,0,13.586207,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",44.452726,47.7,23.1,27.8,11.8,16.5,0.0,0.0,0,14700441000,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e37b
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",40.791914,0.0,12.8,0.0,3.7,0.0,7.3,0.0,0,65311959300,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43db17
__intel_avx_rep_memset,39.745967,89.5,0.0,0.0,0.0,0.0,1.4,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,__intel_avx_rep_memset,[Unknown],0x46fbd0
_intel_fast_memmove,38.700021,0.0,22.2,0.6,0.6,3.2,0.0,0.0,83918517480,7560226800,0,0,0,0,0,0,39.555556,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46aaa0
__gnu_cxx::new_allocator<double>::deallocate,38.177047,11.8,18.1,0.0,0.0,0.0,7.8,0.0,18522555660,29820894600,0,0,0,0,0,0,7.496296,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43dbb3
func@0x404080,36.608128,0.0,32.8,0.0,0.0,0.0,0.0,0.0,195809874120,0,0,0,0,0,0,0,16.036190,driverForGraphClustering,func@0x404080,[Unknown],0x404080
"std::vector<double, std::allocator<double>>::_M_check_len",33.993261,18.3,24.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43db17
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",31.901368,0.0,21.7,0.0,3.7,0.0,0.0,0.0,72578177280,25830774900,0,0,0,0,0,0,15.815261,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41e700
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",30.855422,68.9,14.9,33.3,21.2,0.0,0.0,0.0,0,5460163800,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e367
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",28.763529,20.7,27.9,0.0,0.0,0.0,15.0,0.0,0,19320579600,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d0f
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",28.240556,22.3,11.8,0.0,0.0,0.0,40.6,0.0,0,36751102500,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d23
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",27.717582,6.7,43.3,14.4,0.0,0.0,0.0,0.0,0,7980239400,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431ce7
sysmalloc,27.194609,46.3,35.5,0.0,0.0,0.0,0.0,0.0,1890056700,420012600,0,0,0,0,0,0,10.333333,libc-2.29.so,sysmalloc,malloc.c,0x95d90
kmp_flag_native<unsigned long long>::get,25.102716,4.8,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31.187879,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
func@0x95d60,23.010823,0.0,47.3,0.0,0.0,0.0,3.4,0.0,433957018320,0,0,0,0,0,0,0,8.132013,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",21.441903,2.9,21.7,0.0,0.0,5.2,0.0,0.0,0,12180365400,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431cfb
__gnu_cxx::new_allocator<double>::allocate,20.395957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6804204120,71822154600,0,0,0,0,0,0,54.317460,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x431de9
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",16.212171,0.0,0.0,0.0,0.0,0.0,3.9,0.0,2646079380,0,0,0,0,0,0,0,27.222222,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x431a3b
get_max_fast,15.166224,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",13.597305,0.0,34.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x431a6d
tcache_get,13.597305,0.0,11.5,0.0,0.0,0.0,0.0,0.0,23058691740,13230396900,0,0,0,0,0,0,7.743590,libc-2.29.so,tcache_get,malloc.c,0x974b8
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",13.074331,15.3,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43d76c
"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl",12.028385,50.8,0.0,0.0,0.0,0.0,17.1,0.0,0,3150094500,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl(void)",stl_vector.h,0x421af0
func@0x4043e0,10.982438,36.7,37.1,0.0,0.0,0.0,0.0,0.0,268766062740,0,0,0,0,0,0,0,10.848700,driverForGraphClustering,func@0x4043e0,[Unknown],0x4043e0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",9.936492,0.0,45.7,0.0,2.2,4.4,0.0,6.5,34399031940,0,1680117600,0,840058800,546038220,294020580,0,74.652174,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41e352
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",8.890545,0.0,0.0,21.2,15.9,0.0,0.0,0.0,40825224720,0,1680117600,42002940,1218085260,336023520,126008820,0,8.500000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41e349
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",8.367572,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0,8610258300,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x431843
igb_poll,7.844599,15.2,0.0,53.3,0.0,0.0,0.0,0.0,0,210006300,0,0,0,0,0,0,0.0,igb,igb_poll,[Unknown],0xa4c0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",7.844599,0.0,29.4,0.0,0.0,10.5,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43e089
"std::vector<double, std::allocator<double>>::_M_check_len",7.844599,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,36667099980,13860415800,0,0,0,0,0,0,9.740741,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x4319ea
"std::_Vector_base<double, std::allocator<double>>::_M_deallocate",7.321626,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_deallocate(double*, unsigned long)",stl_vector.h,0x43dbae
