Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",619.423611,67.9,6.9,0.0,11.9,68.7,0.0,188069641920,173669209920,3600252000,2400168000,1728120960,0,0,0,18.039370,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43efbb
parallelLouvianMethod$omp$parallel_for@237,288.374012,81.6,12.0,40.0,5.9,8.8,5.2,38737162080,20448613440,0,192013440,0,0,0,0,70.034884,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@237,parallelLouvainMethod-nrt.cpp,0x4322a0
tcache_get,274.174965,0.0,17.6,1.3,0.6,1.6,0.0,281096432640,737398121280,0,0,0,0,0,0,7.340909,libc-2.29.so,tcache_get,malloc.c,0x98bd9
malloc_consolidate,262.956933,0.0,20.4,6.4,0.9,0.5,0.0,282968488800,108483254400,0,0,0,0,0,0,10.652520,libc-2.29.so,malloc_consolidate,malloc.c,0x94880
plm_init$omp$parallel_for@285,248.522543,89.2,0.0,0.0,0.0,0.0,85.1,0,26208786240,0,0,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x433660
operator new,236.363138,0.0,20.3,0.0,1.1,1.6,0.0,58321749600,62017860480,0,0,0,0,0,48003360,7.639715,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
std::_Rb_tree_increment,218.006360,20.1,12.9,3.9,2.1,29.7,0.0,253735611840,0,0,0,0,0,0,48003360,7.877667,libstdc++.so.6.0.26,std::_Rb_tree_increment(std::_Rb_tree_node_base*),[Unknown],0xbcd90
__intel_ssse3_rep_memmove,210.789165,3.0,12.8,3.5,0.3,2.2,0.9,153364600800,149860495680,0,0,0,0,0,0,10.847458,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47c830
func@0xbcd30,200.983193,0.0,14.5,0.6,0.0,8.7,0.0,200454013440,0,0,0,0,0,0,0,6.986577,libstdc++.so.6.0.26,func@0xbcd30,[Unknown],0xbcd30
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",183.489340,9.0,17.6,0.0,3.5,16.0,0.0,279224376480,0,0,0,0,0,0,144010080,7.520079,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43ec6e
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",138.460318,0.0,18.5,0.0,0.0,1.8,0.0,141844255200,137380121280,0,0,0,0,0,0,7.224961,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43ec9d
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",127.477630,0.0,0.9,0.0,8.9,7.3,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43ec9d
"std::vector<double, std::allocator<double>>::push_back",126.222466,0.0,18.5,0.5,0.0,4.0,0.0,118659559680,12096362880,0,0,0,0,0,0,7.272269,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43eed7
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",117.200972,0.0,26.8,1.5,0.0,4.7,0.0,21024630720,668852064960,0,0,0,0,0,0,7.212687,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43ecee
parallelLouvianMethod$omp$parallel_for@210,111.552732,70.8,12.2,23.7,10.9,34.6,0.0,14976449280,0,624043680,288020160,0,0,0,0,122.589744,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x4325b3
operator delete,100.020910,0.0,26.9,0.0,0.0,1.2,0.6,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",82.683952,0.0,23.3,3.0,0.0,0.3,0.3,81074432160,14784443520,96006720,0,0,0,0,0,7.426230,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
tcache_put,80.958101,0.6,11.7,2.2,0.7,0.0,13.5,46081382400,355978679040,0,0,0,0,0,0,7.489933,libc-2.29.so,tcache_put,malloc.c,0x95390
tcache_put,71.779712,25.0,27.0,,0.0,,0.0,576017280,480014400,0,0,0,0,0,0,16.714055,libc-2.29.so,tcache_put,malloc.c,0x967bc
func@0x967a0,66.523711,0.0,22.0,0.9,0.0,1.3,0.0,228534855840,0,0,0,0,0,0,0,7.212871,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
unlink_chunk,62.287531,0.0,25.6,1.4,0.5,0.0,0.0,89426682720,144292328640,0,0,0,0,0,0,8.126844,libc-2.29.so,unlink_chunk,malloc.c,0x94987
kmp_flag_native<unsigned long long>::get,61.895292,1.3,2.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.100000,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",57.109978,0.0,13.6,0.6,0.6,0.0,0.0,84962548800,56257687680,0,0,0,0,0,0,7.776271,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41fda0
__gnu_cxx::new_allocator<double>::allocate,53.030694,0.0,23.3,5.4,0.6,1.2,0.0,3168095040,54721641600,0,0,0,0,0,0,7.319444,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43f0e2
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",50.677261,33.2,9.2,12.0,0.0,61.9,0.0,0,176165284800,0,0,0,0,0,96006720,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f381
func@0x404360,47.225559,4.8,21.4,0.6,0.0,0.0,8.7,118659559680,0,0,0,0,0,0,0,7.315385,driverForGraphClustering,func@0x404360,[Unknown],0x404360
func@0x4043a0,41.812663,0.0,24.4,4.3,0.0,2.2,0.0,199589987520,0,0,0,0,0,0,0,7.131980,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
sumVertexDegree$omp$parallel_for@83,41.028185,92.4,2.9,0.0,2.9,100.0,0.0,2736082080,96002880,192013440,144010080,0,0,0,0,18.000000,driverForGraphClustering,sumVertexDegree$omp$parallel_for@83,utilityClusteringFunctions.cpp,0x43e5bc
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",40.871289,5.5,16.2,0.0,0.0,0.0,0.0,0,50017500480,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43eee5
unlink_chunk,38.910095,0.0,25.3,10.6,3.3,1.6,0.0,26064781920,9600288000,0,48003360,0,0,0,0,9.589744,libc-2.29.so,unlink_chunk,malloc.c,0x93760
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",38.674752,26.8,15.8,22.9,0.0,42.6,0.0,58465753920,30528915840,240016800,0,0,0,0,0,7.427083,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43ef43
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",38.282513,0.0,9.3,5.1,0.0,2.5,0.0,3456103680,1824054720,0,0,0,0,0,0,7.263158,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43ef59
func@0x95d60,37.890274,0.0,16.2,0.9,1.7,1.7,0.0,385643568960,0,0,0,0,0,0,0,7.116162,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
_intel_fast_memmove,32.712721,0.0,14.6,2.7,0.0,1.8,0.0,78338350080,1728051840,0,0,0,0,0,0,10.828125,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46bd30
__gnu_cxx::new_allocator<double>::allocate,32.006691,2.0,19.8,0.0,0.0,0.0,0.0,13536406080,52513575360,0,0,0,0,0,0,8.293103,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x4334b9
free_perturb,31.379109,0.0,18.1,1.0,0.0,0.0,0.0,17280518400,0,0,0,0,0,0,0,7.438710,libc-2.29.so,free_perturb,malloc.c,0x95192
__gnu_cxx::new_allocator<double>::deallocate,30.437736,0.0,26.9,0.0,0.0,4.1,0.0,14832444960,18048541440,0,0,0,0,0,0,7.504854,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43ef89
__kmpc_atomic_float8_add,30.280840,70.8,17.5,0.0,29.2,41.8,0.0,1296038880,288008640,192013440,96006720,0,0,0,0,281.000000,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
entry_SYSCALL_64,29.261019,0.0,7.3,1.0,0.0,0.0,0.0,1296038880,2592077760,0,0,0,0,0,0,15.000000,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffffac800010
"std::vector<double, std::allocator<double>>::operator[]",27.848959,0.0,26.4,0.0,8.0,0.0,0.0,175397261760,0,0,0,0,0,0,0,7.162232,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43ec7c
"std::vector<double, std::allocator<double>>::_M_check_len",25.573974,2.2,24.2,3.5,0.0,2.3,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43eee5
pick_next_task_fair,23.455884,0.0,7.5,1.2,0.0,0.0,0.0,45217356480,29472884160,0,0,0,0,0,0,7.850000,vmlinux,pick_next_task_fair,[Unknown],0xffffffffabcdac90
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",19.690391,0.0,21.2,0.0,0.0,0.0,6.5,0,25344760320,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333f3
sched_yield,19.690391,3.1,2.9,0.0,0.0,0.0,0.0,7632228960,0,0,0,0,0,0,0,7.000000,libc-2.29.so,sched_yield,syscall-template.S,0x101860
copy_user_enhanced_fast_string,19.533495,90.2,0.0,0.1,3.9,93.3,0.0,432012960,1056031680,0,0,0,0,0,0,380.600000,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffffac63c560
__schedule,18.670570,0.0,18.1,0.0,1.4,0.0,0.0,32976989280,20160604800,0,0,0,0,0,0,8.084507,vmlinux,__schedule,[Unknown],0xffffffffac64a700
_raw_spin_lock,18.513674,0.0,16.7,0.0,3.7,3.7,0.0,10800324000,12864385920,0,0,0,0,0,0,16.166667,vmlinux,_raw_spin_lock,[Unknown],0xffffffffac650560
update_curr,18.278331,0.0,20.6,0.0,11.0,9.6,0.0,19728591840,21120633600,144010080,48003360,0,0,0,0,7.146789,vmlinux,update_curr,[Unknown],0xffffffffabcd2fd0
func@0x404080,18.121435,0.0,16.8,7.5,0.0,1.9,0.0,124851745440,0,0,0,0,0,0,0,7.276730,driverForGraphClustering,func@0x404080,[Unknown],0x404080
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",17.415405,0.0,18.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43313d
func@0x4042b0,16.709376,0.5,19.0,0.0,5.7,11.4,0.0,215142454080,0,0,0,0,0,0,0,7.360656,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
"std::vector<double, std::allocator<double>>::_M_check_len",16.709376,0.1,4.0,0.0,0.0,0.0,0.0,33985019520,31776953280,0,0,0,0,0,0,12.666667,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x4330ba
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",16.474032,0.0,25.6,1.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
clear_page_erms,16.317137,94.8,0.0,0.0,0.0,2.1,89.8,0,0,0,0,0,0,0,0,0.0,vmlinux,clear_page_erms,[Unknown],0xffffffffac63c070
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",16.003346,0.0,21.1,0.0,0.0,0.0,0.0,0,6816204480,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333df
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",16.003346,0.2,13.3,0.0,0.0,0.0,0.0,5040151200,0,0,0,0,0,0,0,10.636364,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x43310b
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",15.375763,0.0,17.5,10.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
tcache_get,14.983525,0.0,19.9,0.0,0.0,0.0,0.0,25200756000,13344400320,0,0,0,0,0,0,7.434783,libc-2.29.so,tcache_get,malloc.c,0x974b8
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",14.277495,0.0,26.9,0.0,0.0,0.0,0.0,0,6048181440,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333cb
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",13.885256,0.0,23.1,0.0,0.0,0.0,0.0,0,5856175680,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333b7
renumberClustersContiguously,13.885256,63.1,61.5,3.6,0.0,0.0,0.0,21888656640,576017280,0,0,0,0,0,0,12.150943,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x451900
__calc_delta,13.493017,0.0,2.5,2.5,0.0,0.0,0.0,7488224640,384011520,0,0,0,0,0,0,8.090909,vmlinux,__calc_delta,[Unknown],0xffffffffabccdda0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",12.943882,0.0,27.8,0.0,0.0,0.0,0.0,0,16896506880,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa43
ktime_get,12.551644,59.7,40.3,,54.7,,0.0,0,96002880,0,0,0,0,0,0,7.000000,vmlinux,ktime_get,[Unknown],0xffffffffabd25d90
task_tick_fair,12.551644,66.3,36.2,0.0,45.2,27.1,0.0,1728051840,192005760,96006720,192013440,48003360,0,0,0,0.0,vmlinux,task_tick_fair,[Unknown],0xffffffffabcd77c0
native_sched_clock,12.473196,0.0,2.5,2.5,4.9,0.0,0.0,10224306720,192005760,48003360,0,0,0,0,0,8.541667,vmlinux,native_sched_clock,[Unknown],0xffffffffabc38f10
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",11.296479,17.9,27.1,2.3,0.0,2.3,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43ed07
cpuacct_charge,10.433554,0.0,20.0,8.6,8.6,0.0,0.0,14544436320,3936118080,0,0,0,0,0,0,15.358974,vmlinux,cpuacct_charge,[Unknown],0xffffffffabcee270
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",10.119763,5.1,32.3,0.0,3.2,0.0,0.0,0,9312279360,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x432f13
std::_Rb_tree_decrement,9.962867,0.0,11.0,0.0,11.0,3.7,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
update_min_vruntime,9.727524,0.0,61.5,0.0,0.0,19.2,0.0,10368311040,6048181440,0,0,0,0,0,0,7.095238,vmlinux,update_min_vruntime,[Unknown],0xffffffffabccde80
"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl",9.335285,0.0,21.4,0.0,0.0,3.6,0.0,0,6144184320,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl(void)",stl_vector.h,0x423190
get_max_fast,9.178389,0.0,5.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",8.864598,0.0,4.8,4.8,0.0,0.0,0.0,0,2112063360,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43301f
apic_timer_interrupt,8.864598,76.5,16.3,0.0,44.9,8.2,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffffac801a60
cgroup_rstat_updated,8.786151,0.9,9.0,0.0,0.0,3.0,0.0,6480194400,6624198720,48003360,48003360,0,0,0,0,88.031250,vmlinux,cgroup_rstat_updated,[Unknown],0xffffffffabd515c0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",8.707703,0.0,19.2,6.4,0.0,0.0,0.0,0,18048541440,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa2f
syscall_return_via_sysret,8.629255,0.0,8.0,0.0,0.0,0.0,0.0,26784803520,1248037440,0,0,0,0,0,0,8.770492,vmlinux,syscall_return_via_sysret,[Unknown],0xffffffffac8000f1
ktime_get_update_offsets_now,8.550807,61.6,0.0,36.4,56.6,8.1,0.0,288008640,384011520,0,0,0,0,0,0,7.000000,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffffabd26be0
_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather,8.472359,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.015625,libiomp5.so,"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather(barrier_type, kmp_info*, int, int, void (*)(void*, void*), void*)",kmp_barrier.cpp,0x62b80
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",8.080121,16.9,17.5,0.0,0.0,17.5,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43f389
entry_SYSCALL_64_after_hwframe,7.923225,12.3,19.5,0.0,0.0,0.0,0.0,3312099360,9984299520,0,0,0,0,0,0,7.230769,vmlinux,entry_SYSCALL_64_after_hwframe,[Unknown],0xffffffffac800048
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double>",7.844777,1.9,17.0,0.0,0.0,0.0,0.0,34705041120,0,0,0,0,0,0,0,8.174419,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double&&)",stl_vector.h,0x4330ba
pick_next_entity,7.687882,0.0,15.2,0.0,0.0,0.0,0.0,22752682560,4608138240,0,0,0,0,0,0,7.130435,vmlinux,pick_next_entity,[Unknown],0xffffffffabccee90
__kmpc_atomic_float8_sub,7.374091,68.7,0.0,0.0,24.0,32.0,0.0,2304069120,384011520,144010080,48003360,0,0,0,0,650.500000,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
do_syscall_64,7.138747,0.0,13.8,0.0,0.0,0.0,0.0,15264457920,21120633600,0,0,0,0,0,0,8.416667,vmlinux,do_syscall_64,[Unknown],0xffffffffabc04210
"__gnu_cxx::new_allocator<double>::construct<double, double>",6.981852,0.0,40.8,0.0,0.0,0.0,0.0,0,24384731520,0,0,0,0,0,0,0.0,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&)",new_allocator.h,0x433134
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",6.981852,1.4,9.0,9.0,0.0,0.0,0.0,14256427680,0,0,0,0,0,0,0,7.040000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41f9f2
call_function_interrupt,6.824956,39.1,41.8,0.0,41.8,0.0,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,call_function_interrupt,[Unknown],0xffffffffac801b20
