Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
parallelLouvianMethod$omp$parallel_for@210,762.194895,93.9,1.5,34.2,5.8,52.9,0.0,13818414540,0,714049980,84005880,0,336023520,126008820,0,269.566667,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x430f13
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",670.215324,78.6,4.6,32.0,0.0,51.4,0.1,117309519180,214710441120,462032340,0,0,84005880,336023520,0,23.425806,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43dc17
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",639.463945,73.9,8.3,0.0,13.2,52.6,0.0,96434892960,20496614880,2016141120,1932135240,504035280,42002940,0,0,12.974522,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41e310
unlink_chunk,399.767928,65.2,0.2,0.9,9.4,62.1,1.9,142300268880,264439932960,3990279300,4452311640,714049980,0,0,0,18.968102,libc-2.29.so,unlink_chunk,malloc.c,0x94987
unlink_chunk,375.606130,68.6,0.9,7.7,6.9,55.6,1.1,104961148740,27888836640,4536317520,5502385140,756052920,0,0,0,31.643875,libc-2.29.so,unlink_chunk,malloc.c,0x93760
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",324.536875,5.2,21.0,1.4,1.6,2.7,0.0,427488824280,0,0,0,0,0,0,0,14.724848,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43d666
tcache_get,322.614914,0.0,18.2,0.3,2.6,1.5,0.0,358396751580,915627468000,0,0,0,0,0,0,10.614444,libc-2.29.so,tcache_get,malloc.c,0x98bd9
__intel_ssse3_rep_memmove,297.080287,24.1,5.8,14.0,1.0,3.1,9.4,264607938000,214038420960,84005880,42002940,0,0,0,0,13.855219,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47b570
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",281.430031,79.8,0.0,13.6,0.0,68.6,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41e310
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",277.586109,0.3,12.8,0.8,0.0,0.0,0.4,23814714420,1309935296880,0,0,0,0,0,0,13.542443,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43d783
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",268.800001,83.2,0.0,0.0,7.4,73.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41e310
operator new,247.932994,0.0,16.9,0.0,1.0,0.3,0.2,98198945880,58801764000,0,0,0,0,0,0,14.543180,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
"std::vector<double, std::allocator<double>>::push_back",221.849235,0.0,26.4,0.0,0.0,1.8,0.7,181697450760,21504645120,0,0,0,0,0,0,10.289896,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43db37
__kmpc_atomic_fixed8_add,194.941778,65.7,67.0,0.5,4.0,0.8,0.0,82616478420,17808534240,126008820,0,0,0,0,0,124.527778,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",179.566088,9.1,6.5,0.0,0.0,0.4,0.0,154354630500,15288458640,0,0,0,0,0,0,7.818482,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
__intel_avx_rep_memcpy,139.479469,98.1,21.5,0.0,0.6,24.2,10.7,1176035280,672020160,0,0,0,0,0,0,950.333333,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46e3c0
operator delete,129.595097,0.0,27.2,0.0,2.1,0.7,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
func@0x404360,124.652911,29.9,13.8,0.9,0.0,0.0,44.2,100845025260,0,0,0,0,0,0,0,14.192012,driverForGraphClustering,func@0x404360,[Unknown],0x404360
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",107.904393,86.9,6.6,54.7,9.9,29.1,0.0,25578767340,29400882000,0,0,0,0,42002940,0,11.097222,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43dba5
tcache_put,107.904393,35.6,27.1,7.7,0.7,0.0,0.0,294008820,336010080,0,0,0,0,0,0,14.912985,libc-2.29.so,tcache_put,malloc.c,0x967bc
tcache_put,107.629827,18.6,3.2,0.0,4.8,0.8,26.9,75854275560,375659269440,0,0,0,0,0,0,12.723958,libc-2.29.so,tcache_put,malloc.c,0x95390
func@0x967a0,89.233912,3.5,16.8,1.4,0.0,0.8,0.6,215802473880,0,0,0,0,0,0,0,14.962441,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
renumberClustersContiguously,89.233912,59.3,24.3,3.9,15.3,11.0,0.0,89378681280,840025200,126008820,126008820,0,0,0,0,10.931159,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x450630
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",83.468029,14.6,18.3,6.1,8.2,6.4,0.0,0,196901906880,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43e0b1
calConstantForSecondTerm$omp$parallel_for@91,80.722370,68.8,31.0,16.9,0.0,82.4,0.0,0,0,0,0,0,42002940,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@91,utilityClusteringFunctions.cpp,0x43d281
func@0x4043a0,72.210828,3.6,5.0,0.0,1.3,1.3,0.8,246085382340,0,0,0,0,0,0,0,9.313272,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",57.384270,0.0,27.7,0.0,0.0,1.4,0.9,49099472940,257383721280,0,0,0,0,0,0,9.900000,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43d68e
__gnu_cxx::new_allocator<double>::allocate,49.147293,0.0,28.3,0.4,0.0,2.7,0.0,3528105840,103323099600,0,0,0,0,0,0,11.274074,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43dd37
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",47.499898,0.0,14.8,0.0,9.2,3.7,2.5,13230396900,3696110880,0,0,0,0,0,0,7.528736,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43dbb3
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",44.479673,0.0,3.2,0.0,0.0,0.0,1.6,0,62665879920,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43db47
std::_Rb_tree_decrement,43.106844,22.3,33.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end",40.910317,6.6,5.6,6.3,2.1,0.0,0.0,38515155420,2856085680,0,0,0,0,0,0,7.714976,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end(void)",stl_tree.h,0x43d4fe
func@0x404080,39.537487,6.8,34.7,6.3,0.0,0.0,0.0,193457803560,0,0,0,0,0,0,0,9.270325,driverForGraphClustering,func@0x404080,[Unknown],0x404080
_intel_fast_memmove,38.988356,0.0,2.9,2.9,0.0,0.0,1.4,101433042900,5376161280,0,0,0,0,0,0,10.448718,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46aa60
free_perturb,38.988356,0.0,11.8,0.0,0.0,2.2,0.0,25284758520,0,0,0,0,0,0,0,12.360731,libc-2.29.so,free_perturb,malloc.c,0x95192
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",35.144433,28.1,17.5,15.7,0.0,7.9,0.0,0,26040781200,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e3a3
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",34.320736,0.0,9.7,3.2,0.0,2.4,0.0,89084672460,32592977760,0,0,0,0,0,0,9.411348,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41e700
func@0x4042b0,32.673340,0.0,0.0,19.4,0.0,5.6,0.0,337228116540,0,0,0,0,0,0,0,18.614583,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
__gnu_cxx::new_allocator<double>::deallocate,32.398774,3.0,10.8,0.0,0.0,5.4,0.0,22344670320,30408912240,0,0,0,0,0,0,23.025157,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43dbe3
"std::vector<double, std::allocator<double>>::_M_check_len",32.398774,6.5,18.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43db47
"std::vector<double, std::allocator<double>>::operator[]",30.476813,21.2,42.7,0.0,0.0,0.0,0.0,296654899380,0,0,0,0,0,0,0,14.997416,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43d674
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",26.907457,0.0,40.7,6.4,15.3,19.1,0.0,0,23016690480,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e38f
initCommAss$omp$parallel_for@99,26.358325,73.8,0.0,0.0,0.0,0.0,66.0,0,504015120,0,0,0,0,0,0,0.0,driverForGraphClustering,initCommAss$omp$parallel_for@99,utilityClusteringFunctions.cpp,0x43ebf0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",22.788968,7.9,4.9,4.9,0.0,0.0,46.3,0,42169265040,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d53
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",21.965271,4.0,24.3,0.0,0.0,0.0,26.8,0,17304519120,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d3f
get_max_fast,20.867007,0.0,4.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",19.494178,18.2,30.3,10.6,4.5,9.1,0.0,0,11592347760,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e37b
func@0x95d60,19.494178,0.0,40.7,0.0,0.0,0.0,8.7,416904506760,0,0,0,0,0,0,0,13.855457,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",19.219612,0.6,4.8,0.0,0.0,0.0,0.0,0,9912297360,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d17
kmp_flag_native<unsigned long long>::get,18.670480,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.146199,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl",18.121348,77.2,7.2,0.0,5.4,0.0,93.9,0,5208156240,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl(void)",stl_vector.h,0x421af0
[sep5],17.297651,62.3,0.0,14.4,57.6,4.8,0.0,7056211680,5040151200,0,0,0,0,0,0,138.944444,sep5,[sep5],[Unknown],0x0
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",16.748519,0.0,6.1,0.0,0.0,0.0,0.0,4998149940,0,0,0,0,0,0,0,12.212121,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x431a6b
__gnu_cxx::new_allocator<double>::allocate,15.924821,0.0,7.5,0.0,0.0,0.0,0.0,10584317520,60313809360,0,0,0,0,0,0,9.315789,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x431e19
tcache_get,15.650255,0.0,19.9,0.0,0.0,0.0,0.0,21168635040,13440403200,0,0,0,0,0,0,7.208333,libc-2.29.so,tcache_get,malloc.c,0x974b8
__intel_avx_rep_memset,15.375690,79.9,0.0,0.0,0.0,0.0,46.9,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,__intel_avx_rep_memset,[Unknown],0x46fb90
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",15.101124,0.0,35.6,5.1,0.0,0.0,0.0,0,12264367920,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d2b
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",13.728294,14.5,36.6,2.3,6.9,0.0,0.0,40867225980,0,1722120540,1302091140,336023520,0,0,0,21.566667,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41e349
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",13.728294,0.0,17.6,0.0,6.6,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x431a9d
sysmalloc,13.453728,13.2,13.6,0.0,0.0,0.0,0.0,588017640,1344040320,0,0,0,0,0,0,7.000000,libc-2.29.so,sysmalloc,malloc.c,0x95d90
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",13.179162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43d79c
alloc_perturb,12.355465,0.0,12.1,12.1,0.0,0.0,0.0,173465203800,0,0,0,0,0,0,0,9.321839,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",11.806333,25.7,0.0,32.3,12.9,6.5,0.0,0,4872146160,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e367
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",11.806333,0.0,0.0,0.0,0.0,6.5,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43e0b9
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",10.708069,14.6,28.6,0.0,0.0,7.1,0.0,37927137780,0,1890132300,1806126420,336023520,42002940,0,0,19.518519,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41e352
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",9.060674,0.0,30.9,0.0,0.0,0.0,0.0,0,6048181440,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x431873
"std::vector<double, std::allocator<double>>::_M_check_len",9.060674,0.0,12.8,0.0,0.0,0.0,0.0,38809164240,18312549360,0,0,0,0,0,0,10.133333,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x431a1a
func@0x4043d0,7.138713,0.0,0.0,0.0,0.0,0.0,0.0,250495514640,0,0,0,0,0,0,0,7.672000,driverForGraphClustering,func@0x4043d0,[Unknown],0x4043d0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_begin",5.765884,0.0,81.5,0.0,0.0,0.0,0.0,4704141120,0,0,0,0,0,0,0,7.000000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_begin(void)",stl_tree.h,0x41e91d
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",5.491318,-0.0,0.0,0.0,0.0,0.0,0.0,0,1512045360,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43197f
func@0x404030,4.667620,22.5,34.5,0.0,25.8,0.0,0.0,294008820,0,0,0,0,0,0,0,7.400000,driverForGraphClustering,func@0x404030,[Unknown],0x404030
"std::_Vector_base<double, std::allocator<double>>::_M_deallocate",4.667620,0.0,28.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_deallocate(double*, unsigned long)",stl_vector.h,0x43dbde
sched_yield,4.118488,25.7,19.5,0.0,0.0,0.0,0.0,1764052920,0,0,0,0,0,0,0,0.0,libc-2.29.so,sched_yield,syscall-template.S,0x101860
displayGraphCharacteristics,3.843922,91.6,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,displayGraphCharacteristics(graph*),utilityFunctions.cpp,0x44d180
