Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
func@0xbcd30,214.005951,0.0,20.6,0.0,0.3,6.7,0.0,187349620320,0,0,0,0,0,0,0,7.113565,libstdc++.so.6.0.26,func@0xbcd30,[Unknown],0xbcd30
std::_Rb_tree_increment,203.101689,18.2,8.7,2.4,4.9,28.3,0.0,257623728480,0,0,48003360,0,0,0,0,7.877566,libstdc++.so.6.0.26,std::_Rb_tree_increment(std::_Rb_tree_node_base*),[Unknown],0xbcd90
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",190.471572,8.4,13.4,1.4,1.3,14.9,0.0,279656389440,0,0,0,0,0,0,48003360,7.687328,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43ec6e
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",142.226096,0.0,19.4,0.7,0.9,1.1,0.0,134644039200,138724161600,0,0,0,0,0,0,7.296108,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43ec9d
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",123.633937,1.4,2.4,0.5,4.8,9.8,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43ec9d
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",119.162405,0.4,25.2,0.8,0.0,5.5,0.0,24048721440,680084401920,0,0,0,0,0,0,7.200000,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43ecee
"std::vector<double, std::allocator<double>>::push_back",118.377925,0.3,15.9,,2.3,,0.0,120819624480,11040331200,0,0,0,0,0,0,7.284779,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43eed7
parallelLouvianMethod$omp$parallel_for@210,110.297789,71.8,3.1,14.2,24.0,27.1,0.0,13536406080,0,336023520,192013440,0,0,0,0,132.343750,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x4325b3
operator delete,97.040089,0.0,29.9,0.6,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",89.587535,0.0,23.9,4.9,0.0,1.0,0.3,77186315520,11616348480,0,0,0,0,0,0,7.357977,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
tcache_put,86.292722,2.2,16.3,1.1,0.0,0.0,9.4,43489304640,348586457280,0,0,0,0,0,0,7.447552,libc-2.29.so,tcache_put,malloc.c,0x95390
kmp_flag_native<unsigned long long>::get,70.760032,0.2,0.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.024631,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
tcache_put,70.289345,23.8,27.9,,0.8,,0.0,288008640,384011520,0,0,0,0,0,0,15.600000,libc-2.29.so,tcache_put,malloc.c,0x967bc
func@0x967a0,66.210052,0.0,25.2,1.3,0.0,0.4,0.0,209670289920,0,0,0,0,0,0,0,7.160757,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
unlink_chunk,64.484198,0.0,16.8,3.2,0.5,0.5,0.0,88562656800,135364060800,48003360,0,0,0,0,0,7.935691,libc-2.29.so,unlink_chunk,malloc.c,0x94987
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",54.599759,2.9,16.4,1.1,0.0,0.0,0.0,85394561760,54817644480,0,0,0,0,0,0,7.928854,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41fda0
func@0x404360,52.403217,0.0,17.0,1.3,0.0,0.0,13.2,107139214080,0,0,0,0,0,0,0,7.214112,driverForGraphClustering,func@0x404360,[Unknown],0x404360
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",50.598914,38.2,18.2,0.0,7.6,45.1,0.0,0,173285198400,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f381
__gnu_cxx::new_allocator<double>::allocate,50.520467,0.0,26.7,4.4,0.0,1.1,0.0,5184155520,56353690560,0,0,0,0,0,0,7.242991,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43f0e2
__gnu_cxx::new_allocator<double>::allocate,42.832569,1.5,14.0,0.7,0.0,0.0,0.0,19152574560,56161684800,0,0,0,0,0,0,8.019231,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x4334b9
sumVertexDegree$omp$parallel_for@83,40.714475,91.9,6.9,0.0,3.1,100.0,0.0,2448073440,96002880,192013440,192013440,0,0,0,0,40.000000,driverForGraphClustering,sumVertexDegree$omp$parallel_for@83,utilityClusteringFunctions.cpp,0x43e5bc
func@0x4043a0,39.145517,0.0,18.3,0.0,3.7,2.2,0.0,208230246720,0,0,0,0,0,0,0,7.200472,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",38.596381,1.4,10.8,1.7,0.8,0.8,0.0,0,48289448640,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43eee5
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",38.204142,30.3,2.4,5.5,0.0,44.1,0.0,61633848960,32640979200,144010080,48003360,0,0,0,0,7.168539,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43ef43
func@0x95d60,37.498110,0.0,7.7,1.5,0.8,1.5,0.0,392411772000,0,0,0,0,0,0,0,7.629073,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
unlink_chunk,37.419662,0.0,11.9,13.6,0.0,3.4,0.0,25200756000,10656319680,0,0,0,0,0,0,8.857143,libc-2.29.so,unlink_chunk,malloc.c,0x93760
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",36.713631,0.0,17.9,1.7,3.4,1.7,0.0,5184155520,2400072000,0,0,0,0,0,0,7.257143,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43ef59
free_perturb,32.634339,0.0,18.0,1.0,0.0,0.0,0.0,16992509760,0,0,0,0,0,0,0,7.399225,libc-2.29.so,free_perturb,malloc.c,0x95192
__gnu_cxx::new_allocator<double>::deallocate,30.124005,4.7,25.5,2.7,0.0,3.6,0.0,14976449280,17472524160,0,0,0,0,0,0,7.509804,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43ef89
clear_page_erms,28.319702,98.0,0.0,0.0,0.0,1.0,92.9,0,96002880,0,0,0,0,0,0,0.0,vmlinux,clear_page_erms,[Unknown],0xffffffffac63c070
"std::vector<double, std::allocator<double>>::operator[]",28.084359,0.0,24.8,0.0,2.3,4.5,0.0,183029490720,0,0,0,0,0,0,0,7.153036,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43ec7c
__kmpc_atomic_float8_add,27.535223,64.1,24.6,0.0,3.0,52.2,0.0,1440043200,288008640,0,0,48003360,0,0,0,0.0,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
entry_SYSCALL_64,26.123160,0.1,6.9,0.0,0.0,0.0,0.0,1872056160,3168095040,0,0,0,0,0,0,15.000000,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffffac800010
"std::vector<double, std::allocator<double>>::_M_check_len",26.123160,0.0,19.3,2.3,0.0,4.5,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43eee5
_intel_fast_memmove,25.495577,1.9,18.6,2.7,4.0,1.3,0.0,63649909440,2208066240,0,0,0,0,0,0,8.037736,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46bd30
pick_next_task_fair,23.220587,0.0,15.8,0.0,0.0,0.0,0.0,44065321920,30624918720,0,0,0,0,0,0,8.734375,vmlinux,pick_next_task_fair,[Unknown],0xffffffffabcdac90
__schedule,23.142139,0.0,15.0,1.3,1.3,0.0,0.0,29952898560,21024630720,0,0,0,0,0,0,8.306818,vmlinux,__schedule,[Unknown],0xffffffffac64a700
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",20.474910,0.0,12.8,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43313d
update_curr,19.768878,0.0,15.4,0.0,0.0,19.6,0.0,18432552960,21504645120,0,0,0,0,0,0,7.643564,vmlinux,update_curr,[Unknown],0xffffffffabcd2fd0
sched_yield,18.905951,9.0,7.4,1.5,0.0,0.0,0.0,8928267840,0,0,0,0,0,0,0,7.000000,libc-2.29.so,sched_yield,syscall-template.S,0x101860
func@0x404080,17.180097,0.0,24.2,0.0,0.0,5.2,0.0,116931507840,0,0,0,0,0,0,0,7.432099,driverForGraphClustering,func@0x404080,[Unknown],0x404080
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",17.023201,4.9,16.4,1.6,0.0,0.0,6.6,0,25152754560,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333f3
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",16.866305,0.0,2.2,0.0,2.2,0.0,0.0,6480194400,0,0,0,0,0,0,0,10.923077,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x43310b
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",16.552513,0.0,7.8,9.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
func@0x4042b0,16.238721,0.0,24.1,0.0,10.0,8.0,0.0,212982389280,0,0,0,0,0,0,0,7.594982,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
tcache_get,16.160273,0.0,16.6,0.0,0.0,0.0,0.0,26928807840,12960388800,0,0,0,0,0,0,7.344262,libc-2.29.so,tcache_get,malloc.c,0x974b8
_raw_spin_lock,15.924930,0.0,27.6,8.5,0.0,4.3,0.0,11088332640,11424342720,0,0,0,0,0,0,12.578947,vmlinux,_raw_spin_lock,[Unknown],0xffffffffac650560
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",15.689586,0.0,17.3,1.9,0.0,0.0,0.0,0,6624198720,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333cb
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",14.905107,0.0,27.2,0.0,0.0,0.0,4.5,0,5088152640,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333df
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",14.748211,0.0,14.7,2.1,0.0,0.0,0.0,0,6624198720,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333b7
"std::vector<double, std::allocator<double>>::_M_check_len",14.199075,0.2,1.9,0.0,3.9,0.0,0.0,32400972000,29568887040,0,0,0,0,0,0,10.586207,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x4330ba
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",13.806836,0.0,22.3,4.5,0.0,0.0,0.0,0,16128483840,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa43
task_tick_fair,13.806836,56.6,39.1,0.0,9.8,36.7,0.0,1440043200,0,0,240016800,0,0,0,0,453.666667,vmlinux,task_tick_fair,[Unknown],0xffffffffabcd77c0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",13.571492,7.1,23.9,2.2,2.2,2.2,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
renumberClustersContiguously,13.100804,57.5,32.1,3.8,0.0,0.0,0.0,11664349920,96002880,0,0,0,0,0,0,10.468750,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x451900
__calc_delta,12.865460,0.0,11.7,2.3,0.0,2.3,0.0,7632228960,288008640,0,0,0,0,0,0,8.000000,vmlinux,__calc_delta,[Unknown],0xffffffffabccdda0
native_sched_clock,12.787012,0.0,9.4,,4.7,,0.0,8352250560,96002880,0,0,0,0,0,0,8.523810,vmlinux,native_sched_clock,[Unknown],0xffffffffabc38f10
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",12.080981,24.7,41.8,2.2,0.0,2.2,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43ed07
cpuacct_charge,11.924085,0.0,29.2,0.0,2.7,5.3,0.0,12096362880,3264097920,0,0,0,0,0,0,7.482759,vmlinux,cpuacct_charge,[Unknown],0xffffffffabcee270
ktime_get,11.531846,78.8,26.1,0.0,41.4,4.4,0.0,288008640,576017280,0,0,0,0,0,0,15.000000,vmlinux,ktime_get,[Unknown],0xffffffffabd25d90
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",10.433575,18.0,44.7,0.0,6.9,10.3,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43f389
get_max_fast,9.962887,0.0,13.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
cgroup_rstat_updated,9.649095,0.0,9.6,,9.6,,0.0,12384371520,7296218880,0,0,0,0,0,0,12.142857,vmlinux,cgroup_rstat_updated,[Unknown],0xffffffffabd515c0
copy_user_enhanced_fast_string,9.570647,37.0,0.0,0.0,15.2,10.2,0.0,1296038880,672020160,0,0,0,0,0,0,93.416667,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffffac63c560
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",9.099960,0.0,18.5,10.6,0.0,0.0,0.0,0,15744472320,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa2f
update_min_vruntime,9.099960,0.0,0.0,0.0,13.3,6.7,0.0,8352250560,5568167040,48003360,0,0,0,0,0,7.243902,vmlinux,update_min_vruntime,[Unknown],0xffffffffabccde80
ktime_get_update_offsets_now,9.021512,73.4,10.6,,39.0,,0.0,288008640,384011520,0,0,0,0,0,0,104.500000,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffffabd26be0
apic_timer_interrupt,8.786168,52.2,38.1,0.0,28.6,9.5,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffffac801a60
pick_next_entity,8.550824,0.0,37.4,,0.0,,0.0,27936838080,2880086400,0,0,0,0,0,0,7.095238,vmlinux,pick_next_entity,[Unknown],0xffffffffabccee90
syscall_return_via_sysret,8.237033,0.0,3.6,3.6,0.0,0.0,0.0,23904717120,1824054720,0,0,0,0,0,0,8.066667,vmlinux,syscall_return_via_sysret,[Unknown],0xffffffffac8000f1
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",7.923241,0.0,24.6,0.0,4.9,0.0,0.0,0,3168095040,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43301f
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double>",7.923241,5.0,36.7,0.0,0.0,0.0,0.0,29952898560,0,0,0,0,0,0,0,8.457944,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double&&)",stl_vector.h,0x4330ba
"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl",7.844793,0.0,28.3,0.0,3.5,0.0,0.0,0,7008210240,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl(void)",stl_vector.h,0x423190
_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather,7.531001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.000000,libiomp5.so,"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather(barrier_type, kmp_info*, int, int, void (*)(void*, void*), void*)",kmp_barrier.cpp,0x62b80
std::_Rb_tree_decrement,7.452553,0.0,25.6,0.0,7.3,3.7,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
"__gnu_cxx::new_allocator<double>::construct<double, double>",7.217210,0.0,4.6,0.0,0.0,0.0,0.0,0,27744832320,0,0,0,0,0,0,0.0,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&)",new_allocator.h,0x433134
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",6.981866,0.0,38.8,0.0,0.0,0.0,0.0,0,8928267840,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa1b
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",6.903418,12.0,11.2,7.5,0.0,0.0,0.0,18288548640,0,0,0,0,0,0,0,7.888889,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41f9e9
do_syscall_64,6.589626,0.0,0.0,0.0,9.1,0.0,0.0,12816384480,18720561600,0,0,0,0,0,0,8.933333,vmlinux,do_syscall_64,[Unknown],0xffffffffabc04210
update_cfs_group,6.354282,81.1,59.2,0.0,21.5,0.0,0.0,288008640,0,0,0,0,0,0,0,0.0,vmlinux,update_cfs_group,[Unknown],0xffffffffabcd3380
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator==",6.197386,0.0,0.0,6.1,0.0,12.2,0.0,9936298080,0,0,0,0,0,0,0,7.000000,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator==(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x42003b
