Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
clear_page_erms,18.330597,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336010080,168005040,0,0,0,0,7.000000,vmlinux,clear_page_erms,[Unknown],0xffffffff99c3c070
copy_user_enhanced_fast_string,18.252149,74.3,0.0,0.0,4.8,68.9,63.0,7.1,0.0,0.0,0.0,0.0,420012600,294008820,0,0,0,0,245.777778,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffff99c3c560
__kmpc_atomic_float8_add,18.095254,79.8,8.1,12.1,0.0,64.4,6.7,55.0,100.0,0.0,41.6,0.0,1890056700,210006300,42002940,0,84005880,0,0.0,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
sumVertexDegree$omp$parallel_for@74,15.584929,76.7,65.8,0.0,0.0,71.6,100.0,0.0,0.0,100.0,0.0,0.0,8232246960,126003780,1554108780,1302091140,0,0,84.500000,driverForGraphClustering,sumVertexDegree$omp$parallel_for@74,utilityClusteringFunctions.cpp,0x43d60c
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",14.538961,48.8,21.5,0.0,7.7,30.8,1.5,56.9,0.0,0.0,0.0,0.0,11466343980,15960478800,0,0,0,0,7.571429,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e307
parallelLouvianMethod$omp$parallel_for@210,14.068275,89.4,0.0,34.1,19.9,59.6,56.8,17.0,0.0,0.0,0.0,0.0,798023940,0,42002940,0,0,0,973.000000,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x431603
plm_init$omp$parallel_for@285,13.702186,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1428042840,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x4326b0
unlink_chunk,13.492993,25.2,18.1,6.6,8.2,8.2,18.1,19.8,0.0,0.0,0.0,0.0,9660289800,27510825300,42002940,0,0,0,10.303797,libc-2.29.so,unlink_chunk,malloc.c,0x94987
operator delete,9.805954,0.0,9.2,0.0,0.0,2.3,0.0,4.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
__kmpc_atomic_float8_sub,9.570611,89.7,13.5,43.1,0.0,59.2,0.0,56.5,100.0,0.0,83.5,0.0,1344040320,420012600,126008820,0,84005880,0,0.0,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
func@0x967a0,9.361417,2.4,4.6,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,18228546840,0,0,0,0,0,7.313725,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
func@0x4043a0,8.629239,0.0,8.5,0.0,0.0,2.8,0.0,34.0,0.0,0.0,0.0,0.0,31920957600,0,0,0,0,0,7.077778,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
func@0x404360,7.295630,5.2,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8148244440,0,0,0,0,0,7.763441,driverForGraphClustering,func@0x404360,[Unknown],0x404360
func@0x404080,6.301960,9.5,11.9,0.0,15.9,0.0,4.0,23.9,0.0,0.0,0.0,0.0,20748622440,0,0,0,0,0,10.346535,driverForGraphClustering,func@0x404080,[Unknown],0x404080
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",6.118915,27.2,27.1,0.0,0.0,33.9,0.0,67.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea00
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",5.569782,45.8,0.0,2.6,0.0,72.9,28.6,54.6,0.0,0.0,0.0,0.0,0,32634979020,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43e7a1
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",4.916052,42.7,0.0,0.0,0.0,39.9,4.4,57.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea00
tcache_put,4.837604,10.8,4.3,4.3,0.0,0.0,8.7,17.3,0.0,0.0,0.0,0.0,7728231840,28770863100,0,0,0,0,9.538462,libc-2.29.so,tcache_put,malloc.c,0x95390
std::_Rb_tree_decrement,4.262321,32.5,33.3,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
__gnu_cxx::new_allocator<double>::allocate,4.105426,0.0,0.0,0.0,0.0,15.7,5.2,31.3,0.0,0.0,0.0,0.0,252007560,13104393120,0,0,0,0,7.000000,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43e427
renumberClustersContiguously,3.687039,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x450d20
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",3.608591,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1638049140,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x432407
try_charge,3.608591,95.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,210006300,0,0,0,0,0.0,vmlinux,try_charge,[Unknown],0xffffffff9949fb50
get_max_fast,3.164054,6.3,8.5,0.0,0.0,0.0,8.5,25.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
"std::vector<double, std::allocator<double>>::_M_check_len",3.007159,0.0,0.0,15.6,0.0,7.8,0.0,46.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43e237
_intel_fast_memmove,2.954861,,8.7,0.0,0.0,0.0,0.0,43.7,0.0,0.0,0.0,0.0,2940088200,168005040,0,0,0,0,15.818182,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46b150
_raw_spin_lock,2.954861,82.5,96.0,8.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,210006300,378011340,0,0,0,0,14.666667,vmlinux,_raw_spin_lock,[Unknown],0xffffffff99c50560
func@0x4042b0,2.824115,16.9,7.6,0.0,22.8,38.0,0.0,45.7,0.0,0.0,0.0,0.0,55693670760,0,0,0,0,0,7.419753,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
tcache_get,2.824115,-0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,8274248220,5628168840,0,0,0,0,7.625000,libc-2.29.so,tcache_get,malloc.c,0x974b8
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",2.797966,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1344040320,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x43241b
__handle_mm_fault,2.797966,74.7,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630018900,294008820,0,0,0,0,13.000000,vmlinux,__handle_mm_fault,[Unknown],0xffffffff99448830
free_perturb,2.771816,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124153720,0,0,0,0,0,7.425000,libc-2.29.so,free_perturb,malloc.c,0x95192
"std::vector<double, std::allocator<double>>::operator[]",2.614921,41.3,8.1,0.0,16.3,8.1,16.3,40.7,0.0,0.0,0.0,0.0,56323689660,0,0,0,0,0,7.118812,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43dd64
generic_file_buffered_read,2.301131,76.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756022680,252007560,0,0,0,0,7.000000,vmlinux,generic_file_buffered_read,[Unknown],0xffffffff99405250
page_fault,2.301131,-0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_fault,[Unknown],0xffffffff99e01070
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",2.248832,,10.5,0.0,0.0,0.0,0.0,42.1,0.0,0.0,0.0,0.0,1554046620,84002520,0,0,0,0,7.318182,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43e2a3
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",2.196534,0.3,12.3,24.6,0.0,12.3,0.0,12.3,0.0,0.0,0.0,0.0,0,4200126000,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41ea93
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",2.144235,,0.0,0.0,0.0,0.0,20.7,62.2,0.0,0.0,0.0,0.0,0,7518225540,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43e237
clear_huge_page,2.118086,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42001260,0,0,0,0,0.0,vmlinux,clear_huge_page,[Unknown],0xffffffff9944bbe0
__gnu_cxx::new_allocator<double>::deallocate,2.091937,,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932057960,5292158760,0,0,0,0,8.266667,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43e2d3
mem_cgroup_try_charge,1.987340,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336010080,42001260,0,0,0,0,0.0,vmlinux,mem_cgroup_try_charge,[Unknown],0xffffffff994a1f70
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",1.778146,-0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,6510195300,1512045360,0,0,0,0,9.000000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41edf0
get_mem_cgroup_from_mm,1.673549,97.9,89.9,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,84002520,0,0,0,0,0,0.0,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffff9949b5c0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",1.673549,0.0,0.0,0.0,0.0,0.0,17.7,17.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43e7a9
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.385908,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1134034020,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x43242f
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",1.333610,-0.0,0.0,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,0.0,924027720,33517005480,0,0,0,0,7.397590,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43dd7e
__kmpc_atomic_fixed8_add,1.255162,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,1764052920,252007560,0,0,0,0,0.0,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.202864,0.0,26.2,0.0,0.0,13.1,0.0,13.1,0.0,0.0,0.0,0.0,0,4788143640,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41ea7f
get_page_from_freelist,1.202864,,65.1,0.0,0.0,65.1,0.0,48.8,0.0,0.0,0.0,0.0,2226066780,798023940,0,0,0,0,6.500000,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9940f520
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",1.098267,0.0,21.9,0.0,0.0,43.7,0.0,65.6,0.0,0.0,0.0,0.0,1722051660,2940088200,0,0,0,0,7.700000,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e295
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.072118,,29.2,0.0,29.2,29.2,0.0,29.2,0.0,0.0,0.0,0.0,0,2562076860,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41ea6b
task_tick_fair,1.019819,59.6,0.0,0.0,0.0,61.8,0.0,82.4,0.0,0.0,0.0,0.0,294008820,126003780,0,0,0,0,7.000000,vmlinux,task_tick_fair,[Unknown],0xffffffff992d77c0
apic_timer_interrupt,0.941372,73.4,0.0,17.7,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff99e01a60
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",0.941372,0.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4578137340,0,0,0,0,0,14.857143,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41ea39
tcache_put,0.915222,-0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,0.0,3192095760,4494134820,0,0,0,0,7.538462,libc-2.29.so,tcache_put,malloc.c,0x96e44
ktime_get,0.862924,61.6,0.0,30.4,60.9,0.0,0.0,91.3,0.0,0.0,0.0,0.0,84002520,84002520,0,0,0,0,7.000000,vmlinux,ktime_get,[Unknown],0xffffffff99325d90
tcache_put,0.862924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168005040,1680050400,0,0,0,0,19.500000,libc-2.29.so,tcache_put,malloc.c,0x96c61
kmp_flag_native<unsigned long long>::get,0.810626,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",0.784476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,3108093240,0,0,0,42002940,0,8.500000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41ea42
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",0.758327,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1722051660,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x432443
mem_cgroup_throttle_swaprate,0.758327,,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84002520,0,0,0,0,0,0.0,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffff99469730
pfn_pte,0.653730,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84002520,0,0,0,0,0,0.0,vmlinux,pfn_pte,[Unknown],0xffffffff99443530
func@0x95d60,0.627581,-0.0,0.0,33.3,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,93620808540,0,0,0,0,0,7.208333,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
__intel_avx_rep_memcpy,0.601432,,0.0,58.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46eac0
ktime_get_update_offsets_now,0.601432,0.0,0.0,100.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,84002520,126003780,0,0,0,0,0.0,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffff99326be0
account_user_time,0.549133,15.2,84.8,0.0,42.4,42.4,84.8,0.0,0.0,0.0,0.0,0.0,42001260,84002520,0,0,0,0,0.0,vmlinux,account_user_time,[Unknown],0xffffffff992ccfa0
