Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
__kmpc_atomic_float8_add,239.608947,63.5,54.1,0.0,8.1,30.4,0.0,44401332000,8064241920,0,0,0,0,0,0,61.673913,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
operator new,233.424563,0.1,21.9,1.6,0.7,0.1,0.4,49921497600,47089412640,0,0,0,0,0,0,10.558712,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
"std::vector<double, std::allocator<double>>::push_back",225.226658,0.0,18.4,0.3,0.3,0.9,0.7,214326429600,19728591840,0,0,0,0,0,0,7.928412,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43eed7
page_fault,187.257413,25.6,0.0,0.0,3.7,17.2,4.0,0,1728051840,0,0,0,0,0,0,8.000000,vmlinux,page_fault,[Unknown],0xffffffff9f201070
unlink_chunk,186.106830,2.6,20.1,1.9,0.0,1.9,0.3,259447783200,455485664160,48003360,0,0,0,0,0,8.229084,libc-2.29.so,unlink_chunk,malloc.c,0x94987
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",183.230372,9.0,5.2,0.0,0.0,0.0,0.0,169925097600,16848505440,0,0,0,0,0,0,12.548969,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",175.320112,0.0,18.5,1.2,0.2,0.2,1.0,177605328000,264391931520,0,0,0,0,0,0,8.566372,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43ec9d
get_page_from_freelist,175.032466,65.8,16.8,0.0,14.8,24.0,19.9,92642779200,42193265760,96006720,0,0,48003360,48003360,0,25.897887,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9e80f520
_raw_spin_lock,167.122207,92.8,80.4,0.0,2.8,0.6,0.2,6960208800,7632228960,0,0,0,0,0,0,236.500000,vmlinux,_raw_spin_lock,[Unknown],0xffffffff9f050560
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",137.926159,6.2,13.1,1.4,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43ec9d
__kmpc_atomic_float8_sub,135.624992,66.4,16.7,0.0,18.4,50.7,0.0,55201656000,7776233280,192013440,48003360,0,0,0,0,15.772727,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
mem_cgroup_throttle_swaprate,111.031277,92.4,66.2,0.1,1.4,3.2,21.0,6960208800,1152034560,0,0,0,0,0,0,202.928571,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffff9e869730
mem_cgroup_try_charge_delay,101.538966,95.2,0.6,0.0,0.0,0.0,91.4,480014400,2736082080,0,0,0,0,0,0,9.500000,vmlinux,mem_cgroup_try_charge_delay,[Unknown],0xffffffff9e8a2100
operator delete,95.642227,0.0,19.7,0.0,1.5,0.3,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
find_get_entry,93.053415,69.8,46.5,2.3,1.1,24.7,0.0,31200936000,14832444960,96006720,0,144010080,0,0,0,14.572917,vmlinux,find_get_entry,[Unknown],0xffffffff9e804140
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",91.183717,36.4,11.4,0.0,26.9,22.2,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
tcache_put,89.601665,16.9,30.3,,1.4,,0.0,480014400,288008640,0,0,0,0,0,0,12.320000,libc-2.29.so,tcache_put,malloc.c,0x967bc
xas_load,84.567864,31.0,40.1,3.8,0.0,7.3,0.0,76322289600,40321209600,0,0,0,0,0,0,10.146341,vmlinux,xas_load,[Unknown],0xffffffff9f039ba0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",83.129635,39.9,13.5,34.6,10.2,28.2,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",82.841989,65.8,0.8,51.1,0.0,25.6,0.0,28080842400,24048721440,48003360,0,0,0,0,0,7.512500,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43ef43
func@0x967a0,76.801427,0.0,13.9,2.6,0.0,0.0,0.4,179285378400,0,0,0,0,0,0,0,15.112319,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",75.075553,0.0,3.2,4.8,4.4,0.4,0.0,0,187205616000,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f381
unlink_chunk,73.637324,9.9,15.4,0.0,9.0,13.3,0.0,49441483200,14400432000,48003360,48003360,0,0,0,0,12.527523,libc-2.29.so,unlink_chunk,malloc.c,0x93760
func@0x404360,70.760866,2.4,21.9,0.0,0.9,0.0,26.8,90482714400,0,0,0,0,0,0,0,7.909722,driverForGraphClustering,func@0x404360,[Unknown],0x404360
__kmpc_atomic_fixed8_add,67.740585,5.2,23.9,1.0,1.9,0.0,0.0,64561936800,18144544320,0,0,0,0,0,0,20.879310,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
tcache_put,67.740585,4.9,11.9,0.0,4.0,0.0,11.9,53281598400,286136583840,0,0,0,0,0,0,7.330645,libc-2.29.so,tcache_put,malloc.c,0x95390
__intel_avx_rep_memcpy,65.583241,99.1,75.1,,0.0,,15.7,480014400,576017280,0,0,0,0,0,0,1352.000000,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46f680
unmap_page_range,61.556200,89.0,10.0,15.3,2.3,52.8,0.0,13920417600,10656319680,144010080,0,48003360,0,48003360,0,84.791667,vmlinux,unmap_page_range,[Unknown],0xffffffff9e845c80
func@0x4043a0,60.980909,0.0,17.0,0.0,0.5,0.5,0.5,194165824800,0,0,0,0,0,0,0,7.889860,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
renumberClustersContiguously,60.549440,47.1,44.1,0.0,1.2,2.0,0.0,87842635200,1008030240,0,0,48003360,0,0,0,7.857143,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x451900
apic_timer_interrupt,59.974148,69.8,0.0,0.0,12.0,17.4,0.0,0,288008640,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff9f201a60
down_read_trylock,58.823565,75.7,74.1,17.7,12.0,1.6,0.0,5280158400,3024090720,0,0,0,0,0,0,8.250000,vmlinux,down_read_trylock,[Unknown],0xffffffff9e6f09f0
free_perturb,49.762723,0.0,12.2,1.2,2.4,0.0,0.0,30240907200,0,0,0,0,0,0,0,7.735294,libc-2.29.so,free_perturb,malloc.c,0x95192
__memmove_avx_unaligned_erms,47.173910,21.3,5.4,3.6,0.0,0.0,3.6,38161144800,26928807840,0,0,0,0,0,0,14.360000,libc-2.29.so,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x189080
page_remove_rmap,43.146869,90.3,70.3,15.1,3.8,11.3,0.0,6480194400,5328159840,48003360,0,192013440,0,0,0,129.450000,vmlinux,page_remove_rmap,[Unknown],0xffffffff9e859db0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end",43.146869,6.9,26.3,13.9,4.6,0.0,0.0,34561036800,0,0,0,0,0,0,0,7.354430,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end(void)",stl_tree.h,0x43eba0
__gnu_cxx::new_allocator<double>::allocate,42.859223,1.9,13.3,2.7,0.7,0.7,0.0,3840115200,66818004480,0,0,0,0,0,0,7.500000,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43f0e2
up_read,42.571578,81.8,100.0,0.0,0.0,2.8,0.0,11520345600,4176125280,0,0,0,0,0,0,21.333333,vmlinux,up_read,[Unknown],0xffffffff9e6f0a70
call_function_interrupt,39.982766,65.8,0.0,0.0,2.2,30.3,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,call_function_interrupt,[Unknown],0xffffffff9f201b20
free_pcppages_bulk,39.551297,78.8,0.0,5.0,0.0,81.6,0.6,25200756000,13968419040,96006720,0,0,0,0,0,71.717391,vmlinux,free_pcppages_bulk,[Unknown],0xffffffff9e80d780
entry_SYSCALL_64,39.263651,12.8,18.1,0.0,0.0,0.0,2.8,7920237600,9936298080,0,0,0,0,0,0,15.214286,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffff9f200010
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",39.263651,1.4,20.6,0.0,0.0,0.0,1.9,0,45937378080,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43eee5
pmd_pfn,39.119828,98.4,0.0,0.0,0.0,0.0,100.0,5040151200,0,0,0,0,0,0,0,7.000000,vmlinux,pmd_pfn,[Unknown],0xffffffff9e8434e0
std::_Rb_tree_decrement,38.544537,4.2,4.7,0.0,4.7,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
prep_new_page,37.681599,84.3,27.4,0.0,0.0,0.0,44.6,1200036000,4752142560,0,0,0,0,0,0,10.227273,vmlinux,prep_new_page,[Unknown],0xffffffff9e80c730
generic_file_buffered_read,36.818662,5.0,1.5,4.6,0.0,0.8,0.0,58321749600,37009110240,0,0,0,0,0,0,23.445000,vmlinux,generic_file_buffered_read,[Unknown],0xffffffff9e805250
func@0x404080,35.092787,7.6,27.6,0.0,5.2,0.0,0.0,187685630400,0,0,0,0,0,0,0,8.149573,driverForGraphClustering,func@0x404080,[Unknown],0x404080
ktime_get,33.654558,62.6,53.6,0.0,54.6,5.1,1.0,720021600,288008640,0,0,0,0,0,0,63.500000,vmlinux,ktime_get,[Unknown],0xffffffff9e725d90
sync_regs,33.510735,13.5,3.7,,24.1,,1.9,480014400,3600108000,0,0,0,0,0,0,12.500000,vmlinux,sync_regs,[Unknown],0xffffffff9e62f3b0
_intel_fast_memmove,32.360152,0.0,0.0,6.4,6.4,0.0,0.0,68882066400,3024090720,0,0,0,0,0,0,34.695652,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46bd30
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",30.346631,2.8,7.4,,0.0,,0.9,7200216000,2880086400,0,0,0,0,0,0,16.686747,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43ef59
calConstantForSecondTerm$omp$parallel_for@100,29.915163,84.8,0.0,18.8,11.7,58.6,0.0,720021600,0,48003360,0,0,0,0,0,14.500000,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@100,utilityClusteringFunctions.cpp,0x43e921
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",29.483694,0.0,8.8,4.4,3.3,1.1,0.0,66962008800,23904717120,0,0,0,0,0,0,7.796053,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41fda0
kthread_blkcg,26.894882,98.0,0.0,0.0,0.0,0.0,95.8,4320129600,864025920,0,0,0,0,0,0,7.250000,vmlinux,kthread_blkcg,[Unknown],0xffffffff9e6bcd80
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",26.607236,0.0,30.3,0.0,8.3,0.0,0.0,0,18000540000,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa43
__gnu_cxx::new_allocator<double>::deallocate,26.031944,7.5,30.3,2.8,0.0,0.0,2.8,14640439200,22896686880,0,0,0,0,0,0,7.345455,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43ef89
task_tick_fair,25.888122,62.6,36.9,0.0,33.2,23.4,0.0,2160064800,432012960,48003360,0,0,0,0,0,266.000000,vmlinux,task_tick_fair,[Unknown],0xffffffff9e6d77c0
page_counter_try_charge,25.312830,92.6,100.0,0.1,0.0,10.0,17.9,720021600,144004320,0,0,0,0,0,0,0.0,vmlinux,page_counter_try_charge,[Unknown],0xffffffff9e899db0
__do_page_fault,24.881361,28.3,31.9,4.0,13.3,14.6,0.0,9600288000,18720561600,0,0,0,0,0,0,49.250000,vmlinux,__do_page_fault,[Unknown],0xffffffff9e67c190
copy_page_to_iter,24.737538,22.4,13.1,0.0,0.0,0.0,0.0,40561216800,13680410400,0,0,0,0,0,0,57.746988,vmlinux,copy_page_to_iter,[Unknown],0xffffffff9eaea050
get_max_fast,24.593715,1.0,19.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
handle_mm_fault,24.593715,67.9,39.2,1.6,30.5,7.2,1.1,15600468000,6624198720,0,0,0,0,0,0,14.269231,vmlinux,handle_mm_fault,[Unknown],0xffffffff9e849ab0
"std::vector<double, std::allocator<double>>::_M_check_len",23.586955,0.0,8.7,2.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43eee5
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",22.580195,0.0,3.0,20.8,0.0,1.5,0.0,0,22608678240,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa2f
ktime_get_update_offsets_now,22.580195,57.7,11.4,19.9,49.8,1.4,0.0,240007200,432012960,0,0,0,0,0,0,135.000000,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffff9e726be0
__alloc_pages_nodemask,21.573435,24.8,18.7,2.3,16.1,3.1,0.0,19680590400,12816384480,0,0,0,0,0,0,12.566667,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffff9e811a00
func@0x95d60,21.429612,0.0,8.1,2.7,0.0,0.0,0.0,381131433600,0,0,0,0,0,0,0,8.374046,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
func@0x4042b0,21.285789,4.2,0.0,16.2,2.7,0.0,2.7,311529345600,0,0,0,0,0,0,0,8.137255,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",19.991383,0.4,24.0,0.0,0.0,0.0,0.0,0,7920237600,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333b7
__pagevec_lru_add_fn,19.991383,0.2,11.8,5.9,2.9,2.9,0.0,27840835200,12816384480,0,0,0,0,0,0,219.545455,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffff9e81a370
_cond_resched,19.703737,59.9,2.7,0.0,0.0,0.0,70.7,22320669600,8208246240,0,0,0,0,0,0,8.722222,vmlinux,_cond_resched,[Unknown],0xffffffff9f04b1c0
alloc_perturb,19.416091,0.0,7.6,0.0,3.8,0.0,0.0,216246487200,0,0,0,0,0,0,0,7.671429,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
main$omp$parallel@211,18.984622,11.8,24.9,0.0,0.0,18.7,0.0,13440403200,10080302400,48003360,0,0,0,0,0,12.166667,driverForGraphClustering,main$omp$parallel@211,driverForGraphClustering.cpp,0x40583b
vmacache_find,18.553154,37.3,0.0,14.0,71.6,1.7,0.0,7680230400,144004320,0,0,0,0,0,0,10.055556,vmlinux,vmacache_find,[Unknown],0xffffffff9e83d720
tcache_get,17.977862,0.0,32.8,0.0,0.0,0.0,0.0,36961108800,12960388800,0,0,0,0,0,0,8.981481,libc-2.29.so,tcache_get,malloc.c,0x974b8
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",17.258748,4.3,14.3,7.1,1.8,1.8,0.0,0,14112423360,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa1b
llist_reverse_order,17.258748,24.1,0.0,6.7,32.0,82.6,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,llist_reverse_order,[Unknown],0xffffffff9eaec4a0
