Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
__GI_,177.788802,0.0,28.4,1.8,1.2,1.1,0.0,259591787520,28992869760,48003360,96006720,0,0,0,0,7.795732,libc-2.29.so,"float __GI_(long, int, bool, char)",malloc.c,0x991d0
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",173.081935,13.0,8.4,0.0,0.0,0.0,0.0,165220956480,16176485280,0,0,0,0,0,0,6.831025,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
malloc_consolidate,117.279420,3.1,12.9,5.2,8.2,5.2,0.0,82610478240,49393481760,288020160,96006720,0,0,0,0,12.783333,libc-2.29.so,malloc_consolidate,malloc.c,0x94880
plm_analyzeClusters$omp$parallel_for@64,109.042404,23.2,22.8,0.0,2.7,32.3,0.0,94946848320,21600648000,192013440,0,0,0,0,0,9.065327,driverForGraphClustering,plm_analyzeClusters$omp$parallel_for@64,parallelLouvainMethod-nrt.cpp,0x432d54
clear_page_erms,75.336011,98.0,0.0,0.0,0.0,0.0,89.9,96002880,144004320,0,0,0,0,0,0,7.000000,vmlinux,clear_page_erms,[Unknown],0xffffffffac63c070
tcache_get,66.837502,0.0,10.3,0.4,0.4,1.3,0.0,62833884960,158164744800,0,0,0,0,0,0,7.863309,libc-2.29.so,tcache_get,malloc.c,0x98bd9
std::_Rb_tree_increment,64.588666,25.1,10.3,0.0,8.9,33.3,0.0,82802484000,0,48003360,0,0,0,0,144010080,9.559420,libstdc++.so.6.0.26,std::_Rb_tree_increment(std::_Rb_tree_node_base*),[Unknown],0xbcd90
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",57.528366,14.4,8.9,0.5,2.1,12.5,0.0,64465933920,0,0,0,0,0,0,0,7.108883,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43ec6e
operator new,47.120962,0.0,24.7,0.0,0.0,2.5,0.0,12576377280,6576197280,0,0,0,0,0,0,7.290698,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",42.727887,1.6,34.7,2.4,0.0,3.9,0.0,6672200160,154276628160,0,0,0,0,0,0,7.042254,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43ecee
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",42.544842,0.0,19.0,0.0,0.0,1.5,0.0,28848865440,38929167840,0,0,0,0,0,0,7.309942,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43ec9d
__intel_ssse3_rep_memmove,41.028185,0.0,8.3,7.2,0.0,3.1,0.0,41329239840,31872956160,0,0,0,0,0,0,13.611940,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47c830
"std::vector<double, std::allocator<double>>::push_back",38.883946,3.9,25.4,0.0,1.6,2.5,0.0,30432912960,2736082080,0,0,0,0,0,0,7.091463,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43eed7
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",38.387110,9.9,5.6,2.4,3.2,6.4,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43ec9d
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",36.922752,6.7,17.2,5.5,4.7,6.2,0.0,18768563040,4272128160,48003360,48003360,0,0,0,0,7.483871,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
operator delete,26.881437,0.0,33.8,0.0,0.0,1.2,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
unlink_chunk,24.815645,0.0,18.2,0.0,13.3,2.4,0.0,20064601920,5856175680,48003360,96006720,0,0,0,0,11.698413,libc-2.29.so,unlink_chunk,malloc.c,0x93760
__kmpc_atomic_float8_add,24.318809,80.9,30.9,0.0,15.4,51.5,0.0,672020160,144004320,0,0,96006720,0,0,0,167.000000,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
tcache_put,21.730033,21.9,20.6,,0.0,,0.0,48001440,48001440,0,0,0,0,0,0,16.949367,libc-2.29.so,tcache_put,malloc.c,0x967bc
func@0x967a0,17.101614,0.0,19.0,1.7,0.0,0.0,0.0,42769283040,0,0,0,0,0,0,0,7.549020,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",16.447883,37.9,14.0,0.0,11.7,49.0,0.0,0,31296938880,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f381
copy_user_enhanced_fast_string,16.290987,66.1,10.8,0.4,21.5,28.3,0.0,1344040320,528015840,0,0,0,0,0,0,89.500000,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffffac63c560
parallelLouvianMethod$omp$parallel_for@237,15.375763,82.2,0.0,65.5,0.0,11.9,0.0,2400072000,1056031680,0,48003360,0,0,0,0,28.800000,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@237,parallelLouvainMethod-nrt.cpp,0x4322a0
plm_init$omp$parallel_for@285,14.382092,0.0,0.0,0.0,0.0,0.0,0.0,0,1920057600,0,0,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x433660
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",14.172898,67.7,52.6,0.0,9.6,64.6,0.0,4848145440,1872056160,48003360,0,96006720,0,0,0,17.062500,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43ef43
unlink_chunk,13.885256,17.8,22.3,7.4,5.6,13.0,0.0,12864385920,23328699840,0,0,0,0,0,0,9.829787,libc-2.29.so,unlink_chunk,malloc.c,0x94987
kmp_flag_native<unsigned long long>::get,11.034987,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0,0,7.000000,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
func@0x404360,10.825793,0.0,22.3,2.8,0.0,0.0,0.0,12576377280,0,0,0,0,0,0,0,7.131579,driverForGraphClustering,func@0x404360,[Unknown],0x404360
func@0x4043a0,10.538151,27.5,20.8,0.0,3.0,0.0,0.0,26880806400,0,0,0,0,0,0,0,7.092593,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
free_perturb,10.355106,1.8,14.0,0.0,0.0,0.0,0.0,4656139680,0,0,0,0,0,0,0,7.255319,libc-2.29.so,free_perturb,malloc.c,0x95192
tcache_put,10.145912,5.0,0.0,8.7,0.0,0.0,0.0,7872236160,37201116000,0,0,0,0,0,0,7.785714,libc-2.29.so,tcache_put,malloc.c,0x95390
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",8.943046,0.0,17.9,7.2,0.0,0.0,0.0,0,1632048960,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333cb
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",8.263165,19.7,22.9,26.7,11.4,7.6,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
parallelLouvianMethod$omp$parallel_for@210,8.237016,81.4,12.4,0.0,49.6,37.2,0.0,1248037440,0,0,0,0,0,0,0,60.000000,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x4325b3
__gnu_cxx::new_allocator<double>::allocate,7.583285,0.0,12.7,4.2,0.0,0.0,0.0,240007200,10416312480,0,0,0,0,0,0,7.555556,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43f0e2
entry_SYSCALL_64,7.400240,29.8,19.1,,0.0,,19.1,480014400,672020160,0,0,0,0,0,0,0.0,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffffac800010
__memmove_avx_unaligned_erms,6.955702,67.3,46.0,0.0,0.0,0.0,9.2,720021600,624018720,0,0,0,0,0,0,12.333333,libc-2.29.so,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x189080
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",6.824956,0.0,34.7,0.0,0.0,0.0,0.0,0,1104033120,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333df
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",6.772658,0.0,23.9,0.0,0.0,0.0,0.0,0,2688080640,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333b7
std::_Rb_tree_decrement,6.641911,15.3,8.7,8.7,0.0,4.3,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
xas_load,6.485016,12.1,11.1,,0.0,,0.0,3888116640,2064061920,0,0,0,0,0,0,10.000000,vmlinux,xas_load,[Unknown],0xffffffffac639ba0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",6.066628,22.3,11.5,0.0,11.5,19.1,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
tcache_get,5.988180,-0.0,0.0,0.0,0.0,0.0,0.0,11088332640,4560136800,0,0,0,0,0,0,7.400000,libc-2.29.so,tcache_get,malloc.c,0x974b8
clear_huge_page,5.857434,100.0,0.0,0.0,0.0,0.0,100.0,0,144004320,0,0,0,0,0,0,0.0,vmlinux,clear_huge_page,[Unknown],0xffffffffabe4bbe0
__kmpc_atomic_float8_sub,5.439046,72.3,90.7,0.0,0.0,48.0,0.0,1392041760,144004320,0,48003360,96006720,0,0,0,448.500000,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
_cond_resched,5.412896,92.2,6.3,0.0,0.0,0.0,100.0,528015840,432012960,0,0,0,0,0,0,7.600000,vmlinux,_cond_resched,[Unknown],0xffffffffac64b1c0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",5.282150,0.0,12.1,0.0,6.1,0.0,0.0,0,5280158400,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa43
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",5.203702,0.0,6.5,0.0,0.0,0.0,0.0,0,7392221760,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43eee5
func@0x404080,4.837613,0.9,27.0,0.0,0.0,0.0,0.0,19296578880,0,0,0,0,0,0,0,7.487805,driverForGraphClustering,func@0x404080,[Unknown],0x404080
renumberClustersContiguously,4.680717,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48003360,0,0,0,0,0,0.0,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x451900
task_tick_fair,4.680717,76.0,0.0,,6.0,,0.0,432012960,48001440,0,144010080,0,0,0,0,0.0,vmlinux,task_tick_fair,[Unknown],0xffffffffabcd77c0
__gnu_cxx::new_allocator<double>::allocate,4.628419,3.0,6.9,0.0,0.0,0.0,0.0,2112063360,4368131040,0,0,0,0,0,0,7.000000,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x4334b9
func@0x95d60,4.471523,0.0,14.8,0.0,7.4,0.0,0.0,86786603520,0,0,0,0,0,0,0,7.904762,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
update_curr,4.340777,0.0,5.9,29.5,0.0,11.8,0.0,4080122400,3792113760,0,0,0,0,0,0,7.315789,vmlinux,update_curr,[Unknown],0xffffffffabcd2fd0
__schedule,4.314627,14.9,6.7,6.7,0.0,0.0,0.0,6384191520,4032120960,0,0,0,0,0,0,8.818182,vmlinux,__schedule,[Unknown],0xffffffffac64a700
apic_timer_interrupt,4.262329,64.7,16.4,0.0,0.0,32.8,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffffac801a60
pick_next_task_fair,4.236180,0.0,21.5,0.0,0.0,0.0,0.0,7776233280,5760172800,0,0,0,0,0,0,7.500000,vmlinux,pick_next_task_fair,[Unknown],0xffffffffabcdac90
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",4.157732,0.0,0.0,6.7,0.0,6.7,0.0,1008030240,576017280,0,0,0,0,0,0,7.000000,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43ef59
"std::vector<double, std::allocator<double>>::_M_check_len",4.105433,0.0,0.0,0.0,0.0,6.5,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43eee5
__gnu_cxx::new_allocator<double>::deallocate,4.079284,0.0,12.7,0.0,6.3,0.0,0.0,2256067680,3024090720,0,0,0,0,0,0,7.619048,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43ef89
get_page_from_freelist,3.948538,58.6,0.0,0.0,27.0,40.5,0.0,2688080640,2688080640,0,0,0,0,0,0,11.333333,vmlinux,get_page_from_freelist,[Unknown],0xffffffffabe0f520
_intel_fast_memmove,3.870090,0.0,8.4,8.4,0.0,8.4,0.0,6096182880,192005760,0,0,0,0,0,0,7.125000,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46bd30
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",3.791642,0.0,32.6,0.0,0.0,0.0,0.0,7920237600,0,0,0,0,0,0,0,17.900000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41f9e9
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",3.530150,16.3,38.1,7.6,0.0,7.6,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43ed07
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",3.425553,0.8,0.0,11.3,0.0,0.0,0.0,0,1440043200,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333f3
func@0x4042b0,3.373254,0.0,0.0,17.5,8.7,8.7,0.0,51361540800,0,0,0,0,0,0,0,7.333333,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
sched_yield,3.294806,0.0,0.0,0.0,0.0,0.0,0.0,2064061920,0,0,0,0,0,0,0,0.0,libc-2.29.so,sched_yield,syscall-template.S,0x101860
generic_file_buffered_read,3.216359,,19.8,19.8,0.0,0.0,0.0,1968059040,624018720,0,0,0,0,0,0,7.000000,vmlinux,generic_file_buffered_read,[Unknown],0xffffffffabe05250
_raw_spin_lock,3.190209,0.0,30.8,0.0,0.0,10.3,0.0,2496074880,2304069120,0,0,0,0,0,0,9.750000,vmlinux,_raw_spin_lock,[Unknown],0xffffffffac650560
get_max_fast,3.111762,0.0,36.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
"std::vector<double, std::allocator<double>>::operator[]",3.111762,12.7,39.8,8.0,0.0,0.0,0.0,24336730080,0,0,0,0,0,0,0,7.160784,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43ec7c
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",3.007165,0.0,17.6,8.8,0.0,0.0,0.0,0,4512135360,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa2f
func@0x4043d0,2.745672,24.4,14.8,0.0,0.0,0.0,0.0,23904717120,0,0,0,0,0,0,0,7.756098,driverForGraphClustering,func@0x4043d0,[Unknown],0x4043d0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",2.719523,5.5,11.7,0.0,0.0,0.0,0.0,5616168480,2544076320,0,0,0,0,0,0,7.736842,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41fda0
native_sched_clock,2.693374,0.0,30.5,15.2,0.0,0.0,0.0,1824054720,0,0,0,0,0,0,0,8.666667,vmlinux,native_sched_clock,[Unknown],0xffffffffabc38f10
clear_subpage,2.667224,71.2,12.3,0.0,0.0,0.0,49.0,288008640,48001440,0,0,0,0,0,0,14.000000,vmlinux,clear_subpage,[Unknown],0xffffffffabe43800
find_get_entry,2.562627,24.8,27.3,0.0,0.0,0.0,0.0,864025920,336010080,0,0,0,0,0,0,7.000000,vmlinux,find_get_entry,[Unknown],0xffffffffabe04140
entry_SYSCALL_64_after_hwframe,2.536478,12.6,17.5,0.0,0.0,0.0,17.5,1344040320,1536046080,0,0,0,0,0,0,12.000000,vmlinux,entry_SYSCALL_64_after_hwframe,[Unknown],0xffffffffac800048
tcache_put,2.536478,0.0,0.0,0.0,0.0,0.0,0.0,1680050400,4032120960,0,0,0,0,0,0,7.066667,libc-2.29.so,tcache_put,malloc.c,0x96e44
rcu_all_qs,2.484179,77.8,13.3,0.0,0.0,0.0,53.3,336010080,480014400,0,0,0,0,0,0,9.500000,vmlinux,rcu_all_qs,[Unknown],0xffffffffabd121e0
ext4_mpage_readpages,2.327284,0.0,0.0,0.0,0.0,0.0,0.0,1488044640,480014400,0,0,0,0,0,0,7.000000,vmlinux,ext4_mpage_readpages,[Unknown],0xffffffffabf97b80
__kmpc_atomic_fixed8_add,2.301135,65.0,100.0,0.0,17.5,0.0,0.0,1632048960,480014400,0,0,0,0,0,0,7.000000,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
mark_page_accessed,2.301135,0.0,27.3,,0.0,,0.0,1584047520,144004320,0,0,0,0,0,0,0.0,vmlinux,mark_page_accessed,[Unknown],0xffffffffabe1adb0
cgroup_rstat_updated,2.222687,4.0,0.0,16.9,0.0,0.0,0.0,2064061920,1728051840,0,0,0,0,0,0,8.000000,vmlinux,cgroup_rstat_updated,[Unknown],0xffffffffabd515c0
__calc_delta,2.196538,-0.0,0.0,,0.0,,0.0,1536046080,48001440,0,0,0,0,0,0,7.000000,vmlinux,__calc_delta,[Unknown],0xffffffffabccdda0
cpuacct_charge,2.196538,0.0,13.7,13.7,0.0,13.7,0.0,2880086400,1152034560,0,0,0,0,0,0,6.666667,vmlinux,cpuacct_charge,[Unknown],0xffffffffabcee270
ktime_get,2.196538,0.0,15.0,15.0,15.0,0.0,0.0,144004320,144004320,0,0,0,0,0,0,993.000000,vmlinux,ktime_get,[Unknown],0xffffffffabd25d90
ktime_get_update_offsets_now,2.118090,86.3,68.4,13.7,41.0,13.7,0.0,192005760,0,0,0,0,0,0,0,0.0,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffffabd26be0
__activate_page,2.065791,8.7,46.4,0.0,0.0,0.0,0.0,1200036000,336010080,0,0,0,0,0,0,7.000000,vmlinux,__activate_page,[Unknown],0xffffffffabe196d0
_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather,2.039642,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.000000,libiomp5.so,"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather(barrier_type, kmp_info*, int, int, void (*)(void*, void*), void*)",kmp_barrier.cpp,0x62b80
main$omp$parallel@211,1.935045,0.0,31.4,0.0,0.0,0.0,0.0,192005760,144004320,0,0,0,0,0,0,0.0,driverForGraphClustering,main$omp$parallel@211,driverForGraphClustering.cpp,0x40583b
trigger_load_balance,1.935045,71.4,0.0,57.1,0.0,19.0,0.0,96002880,0,48003360,0,0,0,0,0,0.0,vmlinux,trigger_load_balance,[Unknown],0xffffffffabcdb5d0
update_min_vruntime,1.804299,0.0,0.0,,0.0,,0.0,1968059040,1008030240,0,0,0,0,0,0,7.000000,vmlinux,update_min_vruntime,[Unknown],0xffffffffabccde80
do_syscall_64,1.778150,0.0,0.0,0.0,0.0,0.0,0.0,3120093600,4560136800,0,0,0,0,0,0,19.500000,vmlinux,do_syscall_64,[Unknown],0xffffffffabc04210
syscall_return_via_sysret,1.778150,0.0,21.8,0.0,0.0,0.0,0.0,4848145440,336010080,0,0,0,0,0,0,8.500000,vmlinux,syscall_return_via_sysret,[Unknown],0xffffffffac8000f1
