Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)1, (bool)0, (bool)1>",1163.335652,11.7,8.9,0.0,0.1,0.0,1.5,3.3,0.0,0.0,0.0,0.0,934066021140,80138404080,0,0,0,0,0,0,18.784459,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)1, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62210
std::_Rb_tree_increment,1012.598981,37.5,6.6,8.5,28.2,17.7,37.7,32.9,41.7,3.4,3.8,0.0,673868215440,0,1974138180,294020580,210014700,0,0,0,11.432681,libstdc++.so.6.0.26,std::_Rb_tree_increment(std::_Rb_tree_node_base*),[Unknown],0xbcd90
__GI_,1004.911136,0.0,20.5,6.0,3.1,2.0,14.8,17.7,50.0,0.3,0.5,0.0,1676438291640,145828374720,336023520,42002940,42002940,0,0,0,13.443432,libc-2.29.so,"float __GI_(long, int, bool, char)",malloc.c,0x991d0
malloc_consolidate,895.084783,8.9,12.7,9.7,7.0,6.9,12.3,20.9,25.0,1.8,0.9,0.0,861445842600,239407182000,462032340,126008820,42002940,0,0,0,11.222809,libc-2.29.so,malloc_consolidate,malloc.c,0x94880
parallelLouvianMethod$omp$parallel_for@237,650.721146,90.0,0.0,27.4,12.5,42.3,60.4,17.4,0.0,0.0,0.0,0.0,28812864360,16296488880,210014700,0,0,84005880,0,0,493.061728,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@237,parallelLouvainMethod-nrt.cpp,0x430c00
func@0xbcd30,529.088459,0.0,27.9,0.2,0.6,0.6,16.6,31.5,0.0,0.0,0.0,0.0,934654038780,0,0,0,0,0,0,0,9.479830,libstdc++.so.6.0.26,func@0xbcd30,[Unknown],0xbcd30
parallelLouvianMethod$omp$parallel_for@210,510.143413,95.5,0.0,18.5,10.0,61.4,79.1,9.1,71.4,0.0,17.4,0.0,12936388080,0,630044100,0,42002940,84005880,168011760,0,630.500000,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x430f13
__kmpc_atomic_float8_add,392.080083,80.4,57.9,0.0,19.0,31.3,25.7,48.1,0.0,0.0,0.0,0.0,54391631700,7392221760,168011760,0,0,0,0,0,129.274510,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
plm_init$omp$parallel_for@285,376.704393,96.1,0.0,0.0,0.3,1.0,0.2,3.6,0.0,0.0,0.0,0.0,0,19656589680,0,0,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x431fc0
tcache_get,346.227580,6.6,19.7,10.5,6.5,3.0,37.8,25.3,0.0,0.0,0.0,0.0,270782123220,786095582160,0,0,0,0,0,0,12.419231,libc-2.29.so,tcache_get,malloc.c,0x98bd9
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",340.461697,64.6,8.9,27.5,13.0,29.5,39.8,34.9,100.0,0.0,0.0,0.0,118779563280,219582587280,84005880,0,0,0,42002940,0,13.046784,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43dc17
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",291.588969,6.4,16.9,0.6,0.6,0.6,34.7,31.6,0.0,0.0,0.0,0.0,410142303900,0,0,0,0,0,0,0,18.598592,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43d666
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",270.447396,27.0,8.6,9.0,16.3,16.5,11.8,46.1,0.0,3.2,0.0,0.0,84086522520,24024720720,126008820,126008820,0,0,0,0,8.600390,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41e310
__intel_ssse3_rep_memmove,256.719102,19.8,13.4,17.2,4.2,0.6,31.1,22.8,0.0,0.0,0.0,0.0,220506615000,175229256720,0,0,0,0,0,0,22.819923,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47b570
"std::vector<double, std::allocator<double>>::push_back",244.912769,0.0,16.0,0.4,0.5,0.2,11.7,43.9,0.0,0.0,0.0,0.0,221094632640,33937018080,0,0,0,0,0,0,8.840932,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43db37
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",240.794281,4.3,17.2,0.6,1.0,0.0,17.9,32.0,0.0,0.0,0.0,0.0,25872776160,1018614557520,0,0,0,0,0,0,7.954802,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43d783
operator new,216.632483,1.4,14.1,0.7,1.4,0.0,22.6,26.5,0.0,0.0,0.0,0.0,52627578780,42673280160,0,0,0,0,0,0,10.830575,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",205.924413,5.8,4.9,0.0,0.0,0.0,0.4,5.1,0.0,0.0,0.0,0.0,157294718700,14280428400,0,0,0,0,0,0,8.373333,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
unlink_chunk,190.274158,6.0,22.5,2.0,0.9,4.3,9.4,6.4,0.0,2.5,0.0,0.0,277250317260,471758152320,84005880,42002940,0,0,0,0,10.080128,libc-2.29.so,unlink_chunk,malloc.c,0x94987
__kmpc_atomic_float8_sub,163.366701,69.5,21.3,0.5,10.5,57.1,36.2,51.8,100.0,0.0,0.0,0.0,50863525860,8904267120,84005880,0,0,0,42002940,0,21.158730,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
operator delete,123.554648,0.0,21.2,0.0,1.2,0.0,8.7,27.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",99.941982,78.9,6.1,67.3,4.0,14.4,68.9,31.1,0.0,0.0,0.0,0.0,19110573300,19320579600,0,0,0,42002940,0,0,39.571429,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43dba5
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",99.941982,45.4,0.0,22.4,14.1,29.9,20.0,43.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41e310
calConstantForSecondTerm$omp$parallel_for@91,96.372625,70.3,0.0,22.7,54.2,42.0,89.2,10.8,0.0,0.0,0.0,0.0,1176035280,0,0,0,0,0,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@91,utilityClusteringFunctions.cpp,0x43d281
__intel_avx_rep_memcpy,94.999796,99.6,43.9,0.0,2.1,37.1,57.0,23.7,0.0,0.0,0.0,0.0,882026460,504015120,0,0,0,0,0,0,1408.333333,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46e3c0
tcache_put,90.332176,24.6,34.4,4.6,0.0,0.0,17.4,38.7,0.0,0.0,0.0,0.0,0,504015120,0,0,0,0,0,0,16.187215,libc-2.29.so,tcache_put,malloc.c,0x967bc
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",89.233912,48.7,20.6,0.0,35.0,31.1,23.8,47.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41e310
unlink_chunk,88.135649,15.3,0.0,14.8,16.1,14.5,19.8,36.9,0.0,6.2,0.0,0.0,53215596420,18144544320,252017640,42002940,0,0,0,0,10.614035,libc-2.29.so,unlink_chunk,malloc.c,0x93760
func@0x404360,79.074975,0.0,21.1,0.0,0.0,0.0,15.8,22.1,0.0,0.0,0.0,0.0,91142734200,0,0,0,0,0,0,0,8.052033,driverForGraphClustering,func@0x404360,[Unknown],0x404360
func@0x967a0,74.956486,0.0,27.9,1.1,0.0,0.0,10.9,3.6,0.0,0.0,0.0,0.0,173171194980,0,0,0,0,0,0,0,9.248148,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",73.858223,0.5,17.4,2.0,1.3,0.7,16.0,18.7,0.0,0.0,0.0,0.0,0,179429382720,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43e0b1
tcache_put,73.034525,7.1,8.0,0.0,4.0,3.2,43.1,9.6,0.0,0.0,0.0,0.0,45865375920,276872305920,0,0,0,0,0,0,7.280303,libc-2.29.so,tcache_put,malloc.c,0x95390
__kmpc_atomic_fixed8_add,72.210828,11.1,23.3,0.0,2.4,0.0,53.1,3.2,0.0,0.0,0.0,0.0,71150134440,15624468720,0,0,0,0,0,0,14.150000,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
func@0x4043a0,70.563432,0.0,5.9,1.4,0.0,0.0,21.8,39.9,0.0,0.0,0.0,0.0,175229256720,0,0,0,0,0,0,0,12.568438,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
renumberClustersContiguously,61.502758,51.4,45.6,0.0,2.2,2.2,0.0,12.9,0.0,0.0,0.0,0.0,89084672460,1008030240,0,0,0,0,0,0,10.017182,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x450630
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",60.679060,7.1,35.7,0.0,2.0,1.0,16.8,38.2,0.0,0.0,0.0,0.0,66445993320,269144074080,0,0,0,0,0,0,9.474178,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43d68e
__gnu_cxx::new_allocator<double>::allocate,52.991216,0.0,34.9,0.0,1.6,0.0,32.3,10.8,0.0,0.0,0.0,0.0,2940088200,79970399040,0,0,0,0,0,0,19.031008,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43dd37
free_perturb,52.716650,0.0,4.7,7.0,0.0,0.0,3.5,1.2,0.0,0.0,0.0,0.0,27342820260,0,0,0,0,0,0,0,8.240631,libc-2.29.so,free_perturb,malloc.c,0x95192
std::_Rb_tree_decrement,41.734014,0.0,12.7,0.0,6.3,0.0,14.8,38.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end",41.184883,11.3,18.2,11.3,5.6,0.0,62.1,13.2,0.0,0.0,0.0,0.0,32634979020,2184065520,0,0,0,0,0,0,7.695652,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::end(void)",stl_tree.h,0x43d4fe
func@0x404080,36.517263,1.8,31.7,0.0,0.0,0.0,21.4,32.5,0.0,0.0,0.0,0.0,191399741820,0,0,0,0,0,0,0,13.032720,driverForGraphClustering,func@0x404080,[Unknown],0x404080
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",35.693565,0.2,0.0,2.3,0.0,0.0,38.9,34.3,0.0,0.0,0.0,0.0,0,43345300320,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43db47
_intel_fast_memmove,34.320736,0.0,11.0,2.2,4.4,0.0,39.6,13.2,0.0,0.0,0.0,0.0,74384231460,3528105840,0,0,0,0,0,0,8.733333,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46aa60
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",31.575077,8.4,22.4,0.0,5.2,1.5,29.2,6.7,0.0,0.0,0.0,0.0,10290308700,3864115920,0,0,0,0,0,0,11.926667,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43dbb3
__gnu_cxx::new_allocator<double>::deallocate,30.476813,0.0,11.6,0.0,0.0,1.9,72.3,0.0,0.0,0.0,0.0,0.0,14112423360,20832624960,0,0,0,0,0,0,30.613636,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43dbe3
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",29.927681,0.0,31.9,0.0,3.3,0.0,59.4,33.0,0.0,0.0,0.0,0.0,57331719900,30744922320,0,0,0,0,0,0,13.239437,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41e700
get_max_fast,29.378550,0.0,35.6,0.0,0.0,0.0,10.0,52.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",25.534627,0.0,54.9,0.0,4.1,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0,24024720720,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e38f
func@0x4042b0,23.338100,11.3,14.4,3.3,0.0,0.0,36.7,16.7,0.0,0.0,0.0,0.0,301359040500,0,0,0,0,0,0,0,10.985816,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
tcache_get,23.338100,0.0,10.4,0.0,0.0,0.0,15.6,31.1,0.0,0.0,0.0,0.0,28224846720,13944418320,0,0,0,0,0,0,8.689655,libc-2.29.so,tcache_get,malloc.c,0x974b8
"std::vector<double, std::allocator<double>>::_M_check_len",21.690705,0.0,0.0,0.0,0.0,0.0,27.2,36.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43db47
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",21.141573,0.0,20.3,0.0,7.5,2.1,0.0,12.8,0.0,0.0,0.0,0.0,0,21336640080,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e3a3
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",20.592441,0.0,29.6,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0,7056211680,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d17
alloc_perturb,19.768744,0.6,0.0,9.9,0.0,0.0,14.8,11.5,0.0,0.0,0.0,0.0,230796923700,0,0,0,0,0,0,0,7.870056,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
func@0x95d60,18.670480,0.0,15.8,0.0,5.9,0.0,77.1,0.0,0.0,0.0,0.0,0.0,334876045980,0,0,0,0,0,0,0,8.065603,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
"std::vector<double, std::allocator<double>>::operator[]",18.670480,7.8,9.4,0.0,0.0,0.0,60.1,0.0,0.0,0.0,0.0,0.0,356926707480,0,0,0,0,0,0,0,22.619337,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43d674
[sep5],15.924821,24.2,0.0,0.0,65.0,26.8,5.7,93.7,0.0,0.0,0.0,0.0,8820264600,4704141120,42002940,0,0,0,0,0,88.266667,sep5,[sep5],[Unknown],0x0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",15.101124,0.0,11.5,34.4,0.0,3.8,0.0,15.3,0.0,0.0,0.0,0.0,0,13272398160,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e37b
__gnu_cxx::new_allocator<double>::allocate,14.551992,0.0,24.6,0.0,0.0,0.0,73.7,0.0,0.0,0.0,0.0,0.0,7938238140,46537396080,0,0,0,0,0,0,7.944444,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x431e19
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",14.551992,0.0,40.1,0.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0,10080302400,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d3f
kmp_flag_native<unsigned long long>::get,14.551992,0.0,0.0,0.0,0.0,0.0,5.5,1.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,30.374150,libiomp5.so,kmp_flag_native<unsigned long long>::get(void),kmp_wait_release.h,0x6253a
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",13.453728,0.0,26.9,0.0,0.0,0.0,33.7,20.2,0.0,0.0,0.0,0.0,0,28728861840,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d53
initCommAss$omp$parallel_for@99,12.904597,71.4,0.0,0.0,0.0,0.0,25.0,8.3,0.0,0.0,0.0,0.0,0,1008030240,0,0,0,0,0,0,0.0,driverForGraphClustering,initCommAss$omp$parallel_for@99,utilityClusteringFunctions.cpp,0x43ebf0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",12.080899,0.5,12.1,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0,6048181440,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x431d2b
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",10.708069,0.0,17.3,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0,6762202860,0,0,0,0,0,0,0,9.466667,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x431a6b
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",10.158938,-0.0,0.0,0.0,0.0,0.0,10.0,43.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43d79c
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",10.158938,0.0,11.7,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x431a9d
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",9.884372,1.9,11.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5040151200,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41e367
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",9.884372,0.0,47.9,0.0,9.0,0.0,0.0,0.0,50.0,99.4,100.0,0.0,35869076040,0,168011760,126008820,126008820,0,0,0,8.560606,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41e349
