Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Memory Bound:Persistent Memory Bound(%),Memory Bound:Persistent Memory Bound:Local Persistent Memory(%),Memory Bound:Persistent Memory Bound:Remote Persistent Memory(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
native_queued_spin_lock_slowpath,1932.532029,23.5,15.0,0.0,1.3,1.2,1.6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118191545640,378011340,42002940,0,0,0,0,0,8.151515,vmlinux,native_queued_spin_lock_slowpath,[Unknown],0xffffffff990f1320
plm_init$omp$parallel_for@285,1602.256860,87.5,0.0,0.0,0.7,0.0,2.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24822744660,0,0,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x4326f0
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)1, (bool)0, (bool)1>",1358.884511,11.5,8.6,0.1,0.1,0.0,0.6,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091696749920,96644899260,0,0,0,0,0,0,16.230514,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)1, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62210
__kmpc_atomic_float8_add,1288.428772,90.4,41.7,0.0,12.0,12.7,12.8,56.2,66.7,0.6,1.4,0.0,35.6,2.4,7.0,56701701000,8442253260,966067620,84005880,126008820,84005880,210014700,0,160.616667,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
clear_page_erms,1213.083360,87.6,0.4,0.0,0.7,0.0,3.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772083160,2394071820,0,0,0,0,0,0,9.666667,vmlinux,clear_page_erms,[Unknown],0xffffffff99a3c070
plm_analyzeClusters$omp$parallel_for@64,1160.408249,43.8,11.9,0.0,4.1,8.9,22.7,47.9,14.7,4.7,0.0,0.0,38.8,23.3,8.5,710913326760,297116913240,1260088200,546038220,0,672047040,210014700,0,16.006267,driverForGraphClustering,plm_analyzeClusters$omp$parallel_for@64,parallelLouvainMethod-nrt.cpp,0x431de4
__GI_,1114.400873,11.7,19.0,3.0,3.1,7.1,9.7,29.7,8.8,12.4,0.0,0.0,12.0,24.4,8.3,1627716830040,150322509540,3360235200,2058144060,0,1008070560,294020580,0,14.212998,libc-2.29.so,"float __GI_(long, int, bool, char)",malloc.c,0x991d0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",1045.278681,83.2,0.0,1.3,10.1,27.8,11.9,66.1,8.2,7.4,0.0,0.0,47.0,14.9,4.6,91226736720,23310699300,2142149940,1260088200,0,630044100,168011760,0,18.144351,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea70
__kmpc_atomic_float8_sub,989.047444,92.5,30.4,5.6,32.2,8.6,4.9,57.1,47.4,1.5,2.3,0.0,23.4,8.8,8.5,57457723680,9828294840,1302091140,168011760,168011760,252017640,210014700,0,115.520000,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
func@0xbcd30,925.259441,10.2,25.1,1.2,2.0,5.3,11.2,37.5,6.2,5.5,0.0,0.0,3.4,3.4,2.0,1458871764840,0,798055860,546038220,0,84005880,42002940,0,10.583052,libstdc++.so.6.0.26,func@0xbcd30,[Unknown],0xbcd30
copy_user_enhanced_fast_string,911.034938,76.4,0.0,0.0,4.0,32.4,73.7,6.1,80.0,0.0,5.4,0.0,33.0,4.7,5.4,5292158760,4158124740,504035280,0,126008820,42002940,42002940,0,143.753846,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffff99a3c560
parallelLouvianMethod$omp$parallel_for@210,799.683754,64.9,0.8,40.6,7.8,8.7,73.8,15.3,13.6,34.2,5.3,0.0,21.3,100.0,31.8,12600378000,0,798055860,420029400,42002940,378026460,84005880,0,208.763158,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x431643
unlink_chunk,644.325515,78.5,0.0,3.2,5.3,29.6,51.1,35.7,5.7,55.6,0.0,0.0,44.8,100.0,23.2,103827114720,29484884520,5670396900,3276229320,0,1596111720,294020580,0,41.265625,libc-2.29.so,unlink_chunk,malloc.c,0x93760
unlink_chunk,625.211340,79.1,5.8,2.7,2.1,31.6,43.0,33.7,6.3,46.0,1.0,0.0,41.0,78.2,17.6,163048891320,259945798140,4788335160,3066214620,42002940,1302091140,252017640,0,24.765924,libc-2.29.so,unlink_chunk,malloc.c,0x94987
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",603.207812,79.5,8.3,32.3,6.0,0.0,19.9,65.6,87.5,0.0,0.0,0.0,41.3,3.3,27.0,113151394440,149944498200,546038220,0,0,42002940,294020580,0,8.705628,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e347
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",508.970483,90.8,0.0,1.8,2.4,89.5,11.5,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea70
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",501.858231,89.9,2.2,10.1,4.6,79.3,12.2,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea70
__intel_avx_rep_memcpy,471.186648,62.9,23.9,0.0,1.5,29.7,25.6,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,378011340,0,0,0,0,0,0,7.000000,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46eb80
try_charge,457.628919,96.1,4.9,0.0,1.6,0.0,1.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9072272160,12978389340,0,0,0,0,0,0,14.540000,vmlinux,try_charge,[Unknown],0xffffffff9929fb50
__handle_mm_fault,389.173500,80.2,0.0,0.1,9.3,3.8,5.2,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21420642600,17010510300,0,0,0,0,0,0,9.990000,vmlinux,__handle_mm_fault,[Unknown],0xffffffff99248830
apic_timer_interrupt,342.054835,71.7,0.0,0.0,0.7,43.4,34.2,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff99c01a60
__intel_ssse3_rep_memmove,331.608716,26.1,11.2,15.1,3.2,1.9,32.3,19.8,0.0,6.6,0.0,0.0,0.0,0.0,0.0,283760512560,218994569640,42002940,126008820,0,0,0,0,14.246599,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47bd30
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",322.051629,9.7,15.6,2.8,0.0,1.8,24.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455125653360,0,0,0,0,0,0,0,10.144355,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43dd96
tcache_get,317.606471,0.0,14.9,1.3,1.0,1.0,23.5,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349534485720,923229696060,42002940,0,0,0,0,0,10.137592,libc-2.29.so,tcache_get,malloc.c,0x98bd9
get_page_from_freelist,310.494220,32.0,0.0,4.8,22.6,11.8,13.4,35.4,60.0,4.8,11.2,0.0,0.0,0.0,0.0,149440483080,73334199960,42002940,84005880,126008820,0,0,0,18.906250,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9920f520
mem_cgroup_try_charge,300.048101,94.2,2.6,0.0,0.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15876476280,14112423360,0,0,0,0,0,0,18.815789,vmlinux,mem_cgroup_try_charge,[Unknown],0xffffffff992a1f70
wakeup_kswapd,294.491655,69.8,26.3,0.1,44.6,18.4,34.7,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764052920,756022680,0,0,0,0,0,0,7.000000,vmlinux,wakeup_kswapd,[Unknown],0xffffffff99221490
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",292.935850,10.8,8.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201354040440,22554676620,0,0,0,0,0,0,12.778592,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",258.041367,0.1,19.3,0.6,0.0,0.3,20.4,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28224846720,1351138532940,0,0,0,0,0,0,13.819328,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43deb3
page_fault,256.485562,28.8,3.6,0.0,2.7,7.2,9.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1008030240,0,0,0,0,0,0,7.000000,vmlinux,page_fault,[Unknown],0xffffffff99c01070
operator new,245.594927,3.3,16.1,0.0,0.9,0.0,18.6,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83666509920,61867855980,0,0,0,0,0,0,10.992200,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
_raw_spin_lock,230.036878,85.8,85.1,2.2,2.2,2.2,0.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7056211680,6426192780,0,0,0,0,0,0,12.666667,vmlinux,_raw_spin_lock,[Unknown],0xffffffff99a50560
__kmpc_atomic_fixed8_add,226.925268,67.9,77.7,0.0,3.8,3.8,10.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73586207520,19782593460,0,0,0,0,0,0,113.794118,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
ktime_get,186.696596,51.8,24.0,0.0,23.6,6.9,1.2,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5796173880,1512045360,0,0,0,0,0,0,169.900000,vmlinux,ktime_get,[Unknown],0xffffffff99125d90
"std::vector<double, std::allocator<double>>::push_back",181.140150,2.5,23.9,0.0,0.0,1.7,13.9,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162292868640,13860415800,0,0,0,0,0,0,10.705426,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43e267
ktime_get_update_offsets_now,146.690183,54.0,32.7,0.0,53.1,3.6,2.6,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016060480,630018900,0,0,0,0,0,0,361.666667,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffff99126be0
get_mem_cgroup_from_mm,141.578252,84.6,44.9,0.0,12.5,5.0,6.9,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032120960,1260037800,0,0,0,0,0,0,9.678571,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffff9929b5c0
tcache_put,126.020202,23.6,28.1,6.7,0.0,0.6,18.9,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3528105840,4032120960,0,0,0,0,0,0,24.551648,libc-2.29.so,tcache_put,malloc.c,0x967bc
operator delete,110.906668,9.2,16.2,0.0,0.7,2.8,4.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
pmd_pfn,89.792172,99.4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772083160,0,0,0,0,0,0,0,0.0,vmlinux,pmd_pfn,[Unknown],0xffffffff992434e0
renumberClustersContiguously,89.792172,60.0,27.5,5.8,13.7,12.3,0.7,42.6,0.0,27.3,0.0,0.0,0.0,0.0,0.0,104079122280,1260037800,84005880,168011760,0,0,0,0,11.453704,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x450dd0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",88.014110,0.0,10.9,7.9,0.0,13.9,19.8,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,197069911920,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43e7e1
func@0x404370,86.458305,11.6,17.6,0.0,0.0,1.0,2.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103071092040,0,0,0,0,0,0,0,9.630795,driverForGraphClustering,func@0x404370,[Unknown],0x404370
func@0x967a0,84.680242,0.0,26.3,0.0,4.2,0.0,10.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196061881680,0,0,0,0,0,0,0,9.072555,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
tcache_put,82.235405,8.4,6.6,0.0,0.0,2.8,16.1,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79886396520,352684580220,0,0,0,0,0,0,9.250000,libc-2.29.so,tcache_put,malloc.c,0x95390
mem_cgroup_throttle_swaprate,81.124116,88.3,40.2,0.0,7.1,1.2,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3276098280,756022680,0,0,0,0,0,0,7.111111,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffff99269730
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",79.346053,71.9,2.2,58.3,0.0,0.0,30.8,67.5,100.0,0.0,0.0,0.0,45.1,0.0,100.0,28224846720,22428672840,0,0,0,0,126008820,0,7.485294,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e2d5
__update_load_avg_cfs_rq,76.901217,71.4,0.0,5.0,18.9,9.0,0.0,38.5,0.0,15.4,0.0,0.0,0.0,0.0,0.0,4284128520,4158124740,84005880,42002940,0,0,0,0,8.125000,vmlinux,__update_load_avg_cfs_rq,[Unknown],0xffffffff990e7ca0
mem_cgroup_try_charge_delay,76.234443,84.5,5.3,0.0,0.0,1.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008030240,1260037800,0,0,0,0,0,0,6.750000,vmlinux,mem_cgroup_try_charge_delay,[Unknown],0xffffffff992a2100
func@0x4043b0,68.899934,0.0,6.6,0.0,0.0,2.6,18.5,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234619038360,0,0,0,0,0,0,0,10.451613,driverForGraphClustering,func@0x4043b0,[Unknown],0x4043b0
xas_load,65.566067,37.8,32.2,3.4,3.4,5.1,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29988899640,17766532980,0,0,0,0,0,0,8.125000,vmlinux,xas_load,[Unknown],0xffffffff99a39ba0
trigger_load_balance,65.121551,76.2,14.3,7.2,41.7,15.5,11.9,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252007560,0,0,0,0,0,0,0,0.0,vmlinux,trigger_load_balance,[Unknown],0xffffffff990db5d0
prep_new_page,64.010262,75.6,23.3,1.8,0.0,0.0,5.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008030240,5544166320,0,0,0,0,0,0,8.382353,vmlinux,prep_new_page,[Unknown],0xffffffff9920c730
task_tick_fair,60.231878,44.6,16.5,0.3,37.5,32.6,6.0,48.0,33.3,14.3,11.1,0.0,0.0,0.0,0.0,2520075600,756022680,84005880,84005880,42002940,0,0,0,16.300000,vmlinux,task_tick_fair,[Unknown],0xffffffff990d77c0
__gnu_cxx::new_allocator<double>::allocate,55.342205,0.0,23.6,0.0,0.0,0.0,18.9,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260037800,113907417120,0,0,0,0,0,0,7.843023,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43e467
handle_mm_fault,55.342205,73.5,29.8,1.9,41.0,3.7,9.3,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12096362880,6174185220,0,0,0,0,0,0,11.666667,vmlinux,handle_mm_fault,[Unknown],0xffffffff99249ab0
__pagevec_lru_add_fn,53.119627,32.7,23.7,1.8,3.7,5.5,1.8,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39313179360,19026570780,0,0,0,0,0,0,17.942857,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffff9921a370
update_curr,50.452533,45.6,0.0,5.3,42.3,10.6,15.9,26.4,0.0,10.6,0.0,0.0,0.0,0.0,0.0,4788143640,7938238140,84005880,42002940,0,0,0,0,9.382353,vmlinux,update_curr,[Unknown],0xffffffff990d2fd0
generic_file_buffered_read,50.230275,59.9,54.8,1.0,6.9,12.8,3.4,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10584317520,3780113400,0,0,0,0,0,0,76.187500,vmlinux,generic_file_buffered_read,[Unknown],0xffffffff99205250
sync_regs,48.896728,7.9,1.8,0.0,16.2,12.6,23.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504015120,1134034020,0,0,0,0,0,0,624.500000,vmlinux,sync_regs,[Unknown],0xffffffff9902f3b0
calConstantForSecondTerm$omp$parallel_for@91,46.229633,74.3,0.0,21.1,42.3,44.2,71.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252007560,0,42002940,0,0,0,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@91,utilityClusteringFunctions.cpp,0x43d9b1
std::_Rb_tree_decrement,44.673828,6.4,11.3,0.0,3.2,0.0,12.9,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
rcu_sched_clock_irq,44.229313,73.9,13.4,0.0,55.3,20.1,20.1,62.5,0.0,13.6,0.0,0.0,0.0,0.0,0.0,1512045360,252007560,0,42002940,0,0,0,0,7.000000,vmlinux,rcu_sched_clock_irq,[Unknown],0xffffffff99114a20
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",44.007055,0.0,18.9,0.0,0.0,8.4,27.4,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14868446040,3024090720,0,0,0,0,0,0,8.369369,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43e2e3
__alloc_pages_nodemask,43.784797,8.0,18.9,2.5,16.2,13.7,8.1,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24444733320,19656589680,0,0,0,0,0,0,8.854167,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffff99211a00
free_perturb,42.895766,3.6,12.9,0.0,2.1,0.0,6.4,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25956778680,0,0,0,0,0,0,0,8.989130,libc-2.29.so,free_perturb,malloc.c,0x95192
up_read,42.673508,61.1,74.8,0.0,4.5,0.0,34.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10584317520,1764052920,0,0,0,0,0,0,24.500000,vmlinux,up_read,[Unknown],0xffffffff990f0a70
__do_page_fault,41.784476,8.3,2.5,2.5,42.5,10.0,17.5,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300189000,12096362880,0,0,0,0,0,0,47.833333,vmlinux,__do_page_fault,[Unknown],0xffffffff9907c190
update_rq_clock,41.784476,78.7,4.0,17.8,17.8,47.6,5.9,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3024090720,7560226800,84005880,0,0,0,0,0,9.714286,vmlinux,update_rq_clock,[Unknown],0xffffffff990c65c0
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",40.673187,0.0,6.3,0.0,0.0,0.0,29.3,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66025980720,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43e277
down_read_trylock,37.783835,33.6,25.4,10.2,22.9,5.1,35.6,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3780113400,2142064260,0,0,0,0,0,0,7.000000,vmlinux,down_read_trylock,[Unknown],0xffffffff990f09f0
func@0x404080,37.561577,0.0,43.7,0.0,2.4,0.0,9.7,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172373171040,0,0,0,0,0,0,0,9.580328,driverForGraphClustering,func@0x404080,[Unknown],0x404080
page_counter_try_charge,36.672546,78.5,87.2,0.0,21.1,0.0,6.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260037800,378011340,0,0,0,0,0,0,0.0,vmlinux,page_counter_try_charge,[Unknown],0xffffffff99299db0
