Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
try_charge,338.716234,96.0,22.0,0.0,1.8,0.0,63.9,6720201600,9600288000,0,0,0,0,0,0,180.500000,vmlinux,try_charge,[Unknown],0xffffffff9e89fb50
__handle_mm_fault,334.532400,85.7,4.4,0.1,6.2,4.0,71.5,33280998400,25120753600,0,0,0,0,0,0,21.950000,vmlinux,__handle_mm_fault,[Unknown],0xffffffff9e848830
get_mem_cgroup_from_mm,307.686131,95.2,78.1,0.0,7.9,3.9,3.3,4160124800,2240067200,0,0,0,0,0,0,36.666667,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffff9e89b5c0
mem_cgroup_try_charge,295.134629,95.9,0.7,0.0,0.3,0.7,91.6,16960508800,9760292800,0,0,0,0,0,0,6.750000,vmlinux,mem_cgroup_try_charge,[Unknown],0xffffffff9e8a1f70
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",291.822427,81.4,0.0,8.1,0.0,77.5,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",289.381857,81.3,0.0,17.7,0.0,74.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41f9b0
__intel_ssse3_rep_memmove,286.592634,12.0,18.7,3.1,0.0,8.3,9.7,259847795200,210726321600,0,160011200,0,0,0,0,15.957143,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47c830
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",280.316883,0.1,18.2,0.7,0.0,0.7,0.7,25600768000,1128353849600,0,0,0,0,0,0,7.371901,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43ecee
operator new,278.224966,0.0,20.9,0.0,0.0,0.8,0.4,73602208000,60801824000,0,0,0,0,0,0,7.744986,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
get_page_from_freelist,259.223386,66.2,16.6,2.9,16.2,18.2,10.5,112323369600,49121473600,160011200,0,160011200,0,0,0,28.100000,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9e80f520
"std::vector<double, std::allocator<double>>::push_back",222.614838,0.0,20.4,,0.5,,1.0,196805904000,26560796800,0,0,0,0,0,0,7.281588,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43eed7
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",210.063336,14.2,7.7,0.0,0.0,0.0,0.0,119043571200,11520345600,0,0,0,0,0,0,6.781513,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
_raw_spin_lock,202.915953,89.6,89.7,3.1,0.5,1.0,2.1,5440163200,6080182400,0,0,0,0,0,0,7.000000,vmlinux,_raw_spin_lock,[Unknown],0xffffffff9f050560
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",195.419917,1.6,11.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43ec9d
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",180.253518,78.1,0.0,49.8,11.2,31.9,0.0,52801584000,28000840000,0,0,0,0,0,0,7.033333,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43ef43
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",178.335928,0.0,20.8,0.0,0.6,1.2,0.0,158404752000,253447603200,0,0,0,0,0,0,7.286645,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43ec9d
xas_load,133.534038,33.0,27.1,0.9,2.8,0.9,0.0,84162524800,47841435200,0,0,0,0,0,0,9.047619,vmlinux,xas_load,[Unknown],0xffffffff9f039ba0
operator delete,121.679841,0.0,29.2,0.0,0.0,3.5,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
calConstantForSecondTerm$omp$parallel_for@100,120.808209,70.6,0.0,,15.1,,0.0,320009600,0,0,0,0,0,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@100,utilityClusteringFunctions.cpp,0x43e921
mem_cgroup_throttle_swaprate,114.881111,88.5,47.6,0.1,8.1,2.6,22.4,4480134400,1280038400,0,0,0,0,0,0,11.500000,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffff9e869730
__kmpc_atomic_fixed8_add,108.605360,44.4,52.3,2.7,0.0,3.5,0.0,92162764800,20800624000,0,0,0,0,0,0,112.357143,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
mem_cgroup_try_charge_delay,108.082380,95.8,0.9,0.0,0.0,0.0,70.2,960028800,3040091200,0,0,0,0,0,0,7.000000,vmlinux,mem_cgroup_try_charge_delay,[Unknown],0xffffffff9e8a2100
func@0x404360,107.385075,27.6,9.0,0.0,1.0,0.0,43.1,115843475200,0,0,0,0,0,0,0,7.370370,driverForGraphClustering,func@0x404360,[Unknown],0x404360
tcache_put,104.944505,12.5,22.5,,0.0,,0.0,640019200,160004800,0,0,0,0,0,0,18.669528,libc-2.29.so,tcache_put,malloc.c,0x967bc
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",96.402510,0.0,11.2,0.0,11.2,7.8,0.0,0,212966388800,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f381
find_get_entry,91.347044,76.4,23.0,0.0,18.2,14.5,0.0,37121113600,14560436800,0,0,0,0,0,0,20.333333,vmlinux,find_get_entry,[Unknown],0xffffffff9e804140
renumberClustersContiguously,90.126759,61.2,31.2,5.5,14.7,14.7,0.0,100483014400,1760052800,160011200,160011200,0,0,0,0,9.739130,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x451900
__intel_avx_rep_memcpy,89.952433,99.4,73.7,,0.0,,6.0,640019200,640019200,0,0,0,0,0,0,886.000000,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46f680
tcache_put,86.640231,0.0,12.1,2.4,0.0,2.4,24.2,70082102400,384491534400,0,0,0,0,0,0,7.961538,libc-2.29.so,tcache_put,malloc.c,0x95390
apic_timer_interrupt,85.768599,79.1,0.0,10.8,0.0,36.6,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff9f201a60
func@0x967a0,85.768599,0.0,22.7,0.0,1.3,1.3,0.0,199045971200,0,0,0,0,0,0,0,7.404412,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
__memmove_avx_unaligned_erms,73.565749,10.9,7.8,1.6,0.0,0.0,4.7,41921257600,26080782400,0,0,0,0,0,0,11.440000,libc-2.29.so,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x189080
unmap_page_range,73.042770,81.7,14.8,,0.0,,0.0,16320489600,11840355200,160011200,0,0,0,0,0,56.666667,vmlinux,unmap_page_range,[Unknown],0xffffffff9e845c80
kthread_blkcg,71.299506,93.9,68.0,0.0,0.0,0.0,49.6,5120153600,640019200,0,0,0,0,0,0,9.750000,vmlinux,kthread_blkcg,[Unknown],0xffffffff9e6bcd80
func@0x4043a0,67.638651,0.0,21.7,0.0,3.3,0.0,0.0,241607248000,0,0,0,0,0,0,0,7.842697,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
sync_regs,67.464325,21.2,10.9,,21.7,,0.0,1920057600,5440163200,0,0,0,0,0,0,12.800000,vmlinux,sync_regs,[Unknown],0xffffffff9e62f3b0
generic_file_buffered_read,63.977796,4.6,1.9,1.9,3.9,0.0,0.0,75522265600,32000960000,0,0,0,0,0,0,8.382353,vmlinux,generic_file_buffered_read,[Unknown],0xffffffff9e805250
__gnu_cxx::new_allocator<double>::allocate,62.408858,12.4,25.8,1.8,0.0,0.0,1.8,2560076800,88322649600,0,0,0,0,0,0,7.190476,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43f0e2
prep_new_page,61.537226,84.6,14.1,0.0,0.0,0.0,54.5,1920057600,5440163200,0,0,0,0,0,0,10.625000,vmlinux,prep_new_page,[Unknown],0xffffffff9e80c730
entry_SYSCALL_64,61.188573,12.6,12.9,1.8,0.0,0.0,1.8,12160364800,12480374400,0,0,0,0,0,0,9.000000,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffff9f200010
handle_mm_fault,55.435802,69.0,37.2,2.1,33.0,12.4,4.1,22720681600,8000240000,0,0,0,0,0,0,10.307692,vmlinux,handle_mm_fault,[Unknown],0xffffffff9e849ab0
std::_Rb_tree_decrement,51.949273,5.1,16.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
free_perturb,49.683030,1.7,17.0,4.9,0.0,0.0,0.0,22400672000,0,0,0,0,0,0,0,7.654867,libc-2.29.so,free_perturb,malloc.c,0x95192
free_pcppages_bulk,48.811398,79.7,34.4,0.0,1.7,70.5,0.0,25920777600,21440643200,0,160011200,0,0,160011200,0,9.812500,vmlinux,free_pcppages_bulk,[Unknown],0xffffffff9e80d780
down_read_trylock,46.719481,57.9,20.4,47.5,6.8,2.3,0.0,7680230400,2400072000,0,0,0,0,0,0,7.000000,vmlinux,down_read_trylock,[Unknown],0xffffffff9e6f09f0
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",46.196501,9.8,16.5,4.1,0.0,0.0,0.0,0,68482054400,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43eee5
_intel_fast_memmove,46.022175,15.4,20.1,6.7,0.0,0.0,0.0,104003120000,3840115200,0,0,0,0,0,0,11.625000,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46bd30
page_remove_rmap,45.499196,89.0,37.3,33.6,3.7,14.9,0.0,9920297600,4320129600,160011200,0,0,0,0,0,583.333333,vmlinux,page_remove_rmap,[Unknown],0xffffffff9e859db0
call_function_interrupt,43.755931,90.2,0.0,17.4,4.3,21.7,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,call_function_interrupt,[Unknown],0xffffffff9f201b20
up_read,41.664014,72.3,94.1,0.0,0.0,2.7,0.0,9600288000,4320129600,0,0,0,0,0,0,7.000000,vmlinux,up_read,[Unknown],0xffffffff9e6f0a70
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",40.269403,0.0,28.6,0.0,0.0,0.0,0.0,12160364800,4480134400,0,0,0,0,0,0,7.033898,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43ef59
copy_page_to_iter,40.095077,6.0,2.9,0.0,0.0,0.0,0.0,52161564800,18880566400,0,0,0,0,0,0,7.063830,vmlinux,copy_page_to_iter,[Unknown],0xffffffff9eaea050
task_tick_fair,38.874792,69.7,12.1,0.0,42.5,24.3,0.0,3200096000,640019200,0,160011200,0,0,0,0,0.0,vmlinux,task_tick_fair,[Unknown],0xffffffff9e6d77c0
__pagevec_lru_add_fn,38.700465,0.0,17.8,0.0,0.0,7.1,0.0,27520825600,20640619200,0,0,0,0,0,0,18.333333,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffff9e81a370
wakeup_kswapd,37.480180,89.1,0.0,,74.9,,0.0,1280038400,320009600,0,0,0,0,0,0,12.000000,vmlinux,wakeup_kswapd,[Unknown],0xffffffff9e821490
__gnu_cxx::new_allocator<double>::deallocate,36.608548,6.5,13.6,0.0,0.0,0.0,0.0,20480614400,27680830400,0,0,0,0,0,0,7.245283,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43ef89
try_to_wake_up,36.259895,66.7,75.5,0.0,28.8,53.9,0.0,2560076800,960028800,160011200,0,0,0,0,0,9.000000,vmlinux,try_to_wake_up,[Unknown],0xffffffff9e6c8e70
__alloc_pages_nodemask,36.085569,23.7,10.0,1.7,20.0,18.3,3.3,23680710400,16480494400,0,160011200,0,0,0,0,12.714286,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffff9e811a00
func@0x404080,34.865284,4.1,17.5,0.0,0.0,0.0,0.0,173765212800,0,0,0,0,0,0,0,7.571429,driverForGraphClustering,func@0x404080,[Unknown],0x404080
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",34.865284,0.0,13.0,0.0,0.0,2.6,0.0,77442323200,29280878400,0,0,0,0,0,0,7.932432,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41fda0
"std::vector<double, std::allocator<double>>::_M_check_len",34.865284,10.1,9.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43eee5
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",34.342305,0.0,11.0,3.7,3.7,7.3,0.0,0,31360940800,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa43
ktime_get,33.296346,72.9,10.0,30.0,40.0,0.0,0.0,640019200,640019200,0,0,0,0,0,0,7.000000,vmlinux,ktime_get,[Unknown],0xffffffff9e725d90
__do_page_fault,31.901735,18.4,20.9,0.0,7.0,20.9,0.0,9600288000,18720561600,0,0,0,0,0,0,7.454545,vmlinux,__do_page_fault,[Unknown],0xffffffff9e67c190
psi_task_change,30.332797,18.0,29.1,0.0,38.8,4.8,0.0,11520345600,4480134400,0,0,0,0,0,0,13.500000,vmlinux,psi_task_change,[Unknown],0xffffffff9e6efeb0
page_counter_try_charge,30.158471,87.1,90.1,0.0,0.0,15.0,6.0,0,160004800,0,0,0,0,0,0,0.0,vmlinux,page_counter_try_charge,[Unknown],0xffffffff9e899db0
ktime_get_update_offsets_now,29.286839,59.1,22.5,0.0,48.7,11.2,0.0,0,320009600,0,0,0,0,0,0,7.000000,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffff9e726be0
func@0x4042b0,28.589533,16.1,0.0,0.0,7.7,3.8,0.0,353930617600,0,0,0,0,0,0,0,8.353448,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
__fget,27.892227,6.8,0.0,8.0,0.0,0.0,0.0,18880566400,11840355200,0,0,0,0,0,0,10.115385,vmlinux,__fget,[Unknown],0xffffffff9e8d7b60
update_curr,27.194922,56.0,0.0,0.0,15.0,45.0,0.0,3840115200,5600168000,0,0,0,0,0,0,10.571429,vmlinux,update_curr,[Unknown],0xffffffff9e6d2fd0
__schedule,26.497616,0.0,69.5,14.9,0.0,19.8,0.0,8320249600,5920177600,0,0,0,0,0,0,15.875000,vmlinux,__schedule,[Unknown],0xffffffff9f04a700
main$omp$parallel@211,25.625984,2.6,29.9,8.5,0.0,8.5,0.0,12480374400,10720321600,0,0,0,0,0,0,6.833333,driverForGraphClustering,main$omp$parallel@211,driverForGraphClustering.cpp,0x40583b
_raw_spin_lock_irqsave,24.405699,58.2,59.7,0.0,21.7,10.8,0.0,3200096000,3200096000,0,0,0,0,0,0,35.000000,vmlinux,_raw_spin_lock_irqsave,[Unknown],0xffffffff9f050390
pmd_page_vaddr,24.057046,98.9,4.4,0.0,0.0,0.0,83.9,640019200,0,0,0,0,0,0,0,7.000000,vmlinux,pmd_page_vaddr,[Unknown],0xffffffff9e843580
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",23.882720,0.0,14.4,0.0,0.0,0.0,4.8,0,16480494400,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333df
func@0x95d60,23.359740,0.0,4.1,0.0,4.1,0.0,4.1,420812624000,0,0,0,0,0,0,0,7.316092,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
release_pages,23.011087,27.2,27.5,0.0,3.9,0.0,0.0,29760892800,17920537600,0,0,0,0,0,0,8.285714,vmlinux,release_pages,[Unknown],0xffffffff9e81a650
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",22.488108,0.0,3.7,3.7,0.0,0.0,3.7,0,10560316800,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x4333cb
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",22.313782,0.0,15.1,11.4,0.0,7.6,0.0,0,25920777600,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa2f
get_max_fast,22.313782,0.0,10.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
