Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",30.753365,5.2,7.8,1.6,1.6,0.8,10.1,38.0,0.0,0.0,0.0,0.0,630018900,285398561700,0,0,0,0,0,0,7.250000,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43de73
tcache_get,25.418598,2.8,9.4,0.0,0.0,2.1,10.4,40.7,0.0,0.0,0.0,0.0,36667099980,91394741760,0,0,0,0,0,0,7.525424,libc-2.29.so,tcache_get,malloc.c,0x98bd9
operator new,23.666493,2.6,4.0,3.0,2.0,1.0,5.0,49.7,0.0,0.0,0.0,0.0,17976539280,5418162540,0,0,0,0,0,0,9.000000,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",23.169627,13.4,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34567036980,3402102060,0,0,0,0,0,0,6.682927,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
"std::vector<double, std::allocator<double>>::push_back",21.417522,27.3,14.9,0.0,5.3,6.4,0.0,28.7,0.0,0.0,0.0,0.0,20118603540,1260037800,0,0,0,0,0,0,7.250000,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43e227
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",20.214584,22.4,18.2,5.4,0.0,8.6,1.1,19.3,0.0,0.0,0.0,0.0,11130333900,2226066780,0,0,0,0,0,0,7.525641,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea00
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",18.854742,42.2,0.0,17.6,0.0,43.5,10.6,52.9,0.0,11.8,0.0,0.0,12642379260,16674500220,42002940,42002940,0,0,0,0,7.355263,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e307
tcache_put,18.462479,32.5,16.3,5.0,0.0,0.0,5.0,25.1,0.0,0.0,0.0,0.0,42001260,0,0,0,0,0,0,0,29.354610,libc-2.29.so,tcache_put,malloc.c,0x967bc
__intel_ssse3_rep_memmove,18.279424,0.0,5.4,5.4,0.0,1.4,12.2,41.9,0.0,0.0,0.0,0.0,46117383480,27678830340,0,0,0,0,0,0,9.898734,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47bc70
copy_user_enhanced_fast_string,17.913312,66.9,7.5,0.0,0.0,47.3,47.3,24.9,0.0,0.0,0.0,0.0,462013860,168005040,0,0,0,0,0,0,94.500000,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffff9483c560
unlink_chunk,17.808709,17.2,12.7,0.0,14.0,2.5,7.6,15.3,0.0,18.9,0.0,0.0,21966658980,4242127260,42002940,42002940,0,0,0,0,9.010000,libc-2.29.so,unlink_chunk,malloc.c,0x93760
__kmpc_atomic_float8_add,11.950925,67.5,37.6,0.0,48.7,33.2,0.0,73.0,0.0,37.9,0.0,0.0,2730081900,210006300,0,42002940,0,0,0,0,0.0,libiomp5.so,__kmpc_atomic_float8_add,kmp_atomic.cpp,0x458c0
unlink_chunk,11.454059,17.6,1.8,0.0,12.7,7.2,18.1,32.6,0.0,25.7,0.0,0.0,11298338940,27090812700,0,42002940,0,0,0,0,10.095238,libc-2.29.so,unlink_chunk,malloc.c,0x94987
operator delete,9.048184,0.0,13.8,0.0,2.3,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
func@0x967a0,8.917430,17.0,9.9,2.5,0.0,2.5,0.0,4.9,0.0,0.0,0.0,0.0,17556526680,0,0,0,0,0,0,0,7.346939,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
func@0x4043a0,8.315961,9.1,16.1,0.0,0.0,2.7,5.4,24.1,0.0,0.0,0.0,0.0,32214966420,0,0,0,0,0,0,0,7.223301,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
func@0x404360,7.871397,16.3,0.0,0.0,0.0,0.0,3.3,6.6,0.0,0.0,0.0,0.0,7182215460,0,0,0,0,0,0,0,7.186813,driverForGraphClustering,func@0x404360,[Unknown],0x404360
parallelLouvianMethod$omp$parallel_for@237,6.511554,91.1,0.0,17.8,41.5,41.5,100.0,0.0,0.0,0.0,0.0,0.0,1974059220,840025200,42002940,0,0,0,0,0,111.000000,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@237,parallelLouvainMethod-nrt.cpp,0x4312f0
clear_huge_page,6.354649,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84002520,0,0,0,0,0,0,0.0,vmlinux,clear_huge_page,[Unknown],0xffffffff9404bbe0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",5.883935,50.0,0.0,0.0,8.5,29.7,0.0,63.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea00
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",5.883935,18.4,0.0,18.5,0.0,39.3,32.3,41.6,0.0,0.0,0.0,0.0,0,32886986580,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43e7a1
plm_init$omp$parallel_for@285,5.779331,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1470044100,0,0,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x4326b0
tcache_put,5.282466,0.0,0.0,4.8,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,8274248220,28476854280,0,0,0,0,0,0,8.000000,libc-2.29.so,tcache_put,malloc.c,0x95390
func@0x404080,5.125561,0.0,24.1,4.0,0.0,4.0,4.0,44.1,0.0,0.0,0.0,0.0,19236577080,0,0,0,0,0,0,0,13.966667,driverForGraphClustering,func@0x404080,[Unknown],0x404080
std::_Rb_tree_decrement,5.020958,0.0,36.4,5.2,0.0,0.0,5.2,31.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
renumberClustersContiguously,4.968656,50.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x450d20
_cond_resched,4.785600,99.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210006300,294008820,0,0,0,0,0,0,9.000000,vmlinux,_cond_resched,[Unknown],0xffffffff9484b1c0
__gnu_cxx::new_allocator<double>::allocate,4.471790,,21.9,0.0,10.9,0.0,5.5,32.8,0.0,0.0,0.0,0.0,84002520,12936388080,0,0,0,0,0,0,7.052632,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43e427
parallelLouvianMethod$omp$parallel_for@210,4.367187,,0.0,15.6,0.0,62.2,93.3,0.0,0.0,0.0,0.0,0.0,588017640,0,42002940,0,0,0,0,0,17.000000,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x431603
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",4.341036,38.5,0.0,0.0,27.3,27.3,0.0,54.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ea00
generic_file_buffered_read,4.314885,63.4,75.4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378011340,294008820,0,0,0,0,0,0,7.000000,vmlinux,generic_file_buffered_read,[Unknown],0xffffffff94005250
__kmpc_atomic_float8_sub,3.765718,,11.5,57.4,0.0,51.6,0.0,63.1,0.0,100.0,0.0,0.0,1260037800,336010080,84005880,84005880,0,0,0,0,360.000000,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",3.242702,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1134034020,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x432407
"std::vector<double, std::allocator<double>>::operator[]",3.242702,16.2,0.0,27.4,0.0,6.9,0.0,75.5,0.0,0.0,0.0,0.0,55147654380,0,0,0,0,0,0,0,7.131915,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43dd64
"std::vector<double, std::allocator<double>>::_M_check_len",3.138098,26.7,0.0,7.3,0.0,0.0,14.7,7.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43e237
tcache_get,3.033495,-0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,7602228060,5082152460,0,0,0,0,0,0,8.000000,libc-2.29.so,tcache_get,malloc.c,0x974b8
func@0x4042b0,2.928892,15.6,0.0,0.0,36.5,7.3,7.3,43.7,0.0,0.0,0.0,0.0,54769643040,0,0,0,0,0,0,0,7.146667,driverForGraphClustering,func@0x4042b0,[Unknown],0x4042b0
get_max_fast,2.928892,3.5,32.6,0.0,0.0,8.1,0.0,8.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
get_page_from_freelist,2.902741,37.8,0.0,0.0,53.3,0.0,66.7,0.0,0.0,0.0,0.0,0.0,1680050400,1512045360,0,0,0,0,0,0,119.428571,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9400f520
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",2.850439,,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,882026460,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x43241b
__gnu_cxx::new_allocator<double>::deallocate,2.484328,0.0,10.7,0.0,0.0,0.0,0.0,53.4,0.0,0.0,0.0,0.0,1596047880,4746142380,0,0,0,0,0,0,7.466667,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43e2d3
clear_subpage,2.405875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462013860,84002520,0,0,0,0,0,0,14.000000,vmlinux,clear_subpage,[Unknown],0xffffffff94043800
xas_load,2.379725,-0.0,0.0,0.0,0.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,1806054180,798023940,0,0,0,0,0,0,7.000000,vmlinux,xas_load,[Unknown],0xffffffff94839ba0
free_perturb,2.327423,0.0,0.0,0.0,9.7,0.0,0.0,9.7,0.0,0.0,0.0,0.0,5208156240,0,0,0,0,0,0,0,7.269231,libc-2.29.so,free_perturb,malloc.c,0x95192
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",2.170518,,13.1,0.0,0.0,0.0,13.1,86.9,0.0,0.0,0.0,0.0,0,6258187740,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43e237
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",2.144367,-0.0,0.0,0.0,0.0,0.0,0.0,73.7,0.0,0.0,0.0,0.0,1638049140,84002520,0,0,0,0,0,0,7.064516,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43e2a3
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",2.092066,,22.6,33.9,0.0,22.6,33.9,22.6,0.0,0.0,0.0,0.0,1596047880,2646079380,0,0,0,0,0,0,7.000000,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e295
_intel_fast_memmove,2.065915,-0.0,0.0,0.0,0.0,0.0,9.1,64.0,0.0,0.0,0.0,0.0,2772083160,462013860,0,0,0,0,0,0,11.000000,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46b150
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.961312,,0.0,11.5,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0,3990119700,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41ea93
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.856708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1260037800,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x43242f
rcu_all_qs,1.830557,100.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84002520,336010080,0,0,0,0,0,0,7.000000,vmlinux,rcu_all_qs,[Unknown],0xffffffff93f121e0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",1.725954,,15.9,0.0,0.0,31.8,15.9,31.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43e7a9
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",1.516748,,17.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5586167580,1722051660,0,0,0,0,0,0,9.529412,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41edf0
__kmpc_atomic_fixed8_add,1.490597,44.9,31.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,1974059220,420012600,0,0,0,0,0,0,7.000000,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
__pagevec_lru_add_fn,1.438295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050031500,756022680,0,0,0,0,0,0,11.000000,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffff9401a370
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.333692,,14.4,0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3906117180,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41ea7f
tcache_put,1.072184,-0.0,0.0,0.0,0.0,0.0,0.0,60.9,0.0,0.0,0.0,0.0,126003780,1512045360,0,0,0,0,0,0,8.666667,libc-2.29.so,tcache_put,malloc.c,0x96c61
tcache_put,0.993731,-0.0,0.0,0.0,0.0,0.0,0.0,71.2,0.0,0.0,0.0,0.0,3444103320,3906117180,0,0,0,0,0,0,7.000000,libc-2.29.so,tcache_put,malloc.c,0x96e44
mark_page_accessed,0.967580,52.3,63.6,0.0,0.0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,840025200,126003780,0,0,0,0,0,0,0.0,vmlinux,mark_page_accessed,[Unknown],0xffffffff9401adb0
try_charge,0.967580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210006300,504015120,0,0,0,0,0,0,8.500000,vmlinux,try_charge,[Unknown],0xffffffff9409fb50
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",0.915279,-0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,966028980,33517005480,0,0,0,0,0,0,7.174419,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43dd7e
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",0.889128,-0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,2352070560,0,0,0,0,0,0,0,9.000000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41ea42
apic_timer_interrupt,0.836826,55.3,29.8,29.8,29.8,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff94a01a60
find_get_entry,0.836826,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462013860,84002520,0,0,0,0,0,0,7.000000,vmlinux,find_get_entry,[Unknown],0xffffffff94004140
ext4_mpage_readpages,0.810675,-0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1512045360,210006300,0,0,0,0,0,0,9.000000,vmlinux,ext4_mpage_readpages,[Unknown],0xffffffff94197b80
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",0.810675,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158124740,0,0,0,0,0,0,0,7.888889,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41ea39
__free_pages_ok,0.732223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,84005880,0,0,42002940,0,0,0.0,vmlinux,__free_pages_ok,[Unknown],0xffffffff9400d480
__gnu_cxx::new_allocator<double>::allocate,0.732223,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126003780,2394071820,0,0,0,0,0,0,14.000000,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x432509
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",0.732223,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1596047880,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x432443
_raw_spin_lock,0.732223,,100.0,0.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,294008820,252007560,0,0,0,0,0,0,0.0,vmlinux,_raw_spin_lock,[Unknown],0xffffffff94850560
alloc_perturb,0.732223,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23688710640,0,0,0,0,0,0,0,7.071429,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
