Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
get_page_from_freelist,316.455544,44.2,13.3,1.5,12.3,20.6,13.7,169685090400,78338350080,336023520,0,96006720,0,96006720,0,15.430000,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9460f520
mem_cgroup_try_charge,310.650460,95.1,3.1,0.0,0.7,0.7,83.8,20880626400,14544436320,0,0,0,0,0,0,7.000000,vmlinux,mem_cgroup_try_charge,[Unknown],0xffffffff946a1f70
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",299.354079,60.1,0.8,31.7,2.8,35.7,0.0,112083362400,196709901120,240016800,0,0,96006720,0,0,11.671111,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e5e7
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",298.255820,3.8,18.1,,0.0,,0.0,412332369600,0,0,0,0,0,0,0,12.967676,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43e036
__intel_ssse3_rep_memmove,276.447530,17.0,11.1,8.1,2.9,8.7,3.3,228246847200,180581417280,48003360,0,0,0,0,0,17.177686,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47bf30
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",261.385690,0.0,16.4,0.5,0.1,0.1,0.2,21120633600,1034527034880,0,0,0,0,0,0,10.078261,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43e153
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",250.559992,16.1,22.3,6.4,9.7,15.8,0.1,90242707200,23040691200,288020160,96006720,0,0,0,0,10.444976,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ece0
operator new,244.284225,1.4,17.9,1.8,1.6,0.0,0.5,54001620000,40465213920,0,0,0,0,0,0,8.257576,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
plm_init$omp$parallel_for@285,239.891188,93.2,0.0,0.0,0.8,1.0,96.3,0,22176665280,0,0,0,0,0,0,0.0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x432990
_raw_spin_lock,222.632829,85.2,92.2,2.0,2.2,1.0,0.4,4560136800,5616168480,0,0,0,0,0,0,7.500000,vmlinux,_raw_spin_lock,[Unknown],0xffffffff94e50560
"std::vector<double, std::allocator<double>>::push_back",207.414095,0.0,16.9,0.9,0.0,0.7,0.1,198965968800,21168635040,0,0,0,0,0,0,13.460526,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43e507
get_mem_cgroup_from_mm,206.002047,91.5,63.9,0.0,11.5,4.2,7.2,4320129600,2160064800,0,0,0,0,0,0,6.722222,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffff9469b5c0
xas_load,197.215974,28.3,31.1,2.3,0.6,1.1,0.0,92882786400,50977529280,0,0,0,0,0,0,9.333333,vmlinux,xas_load,[Unknown],0xffffffff94e39ba0
unlink_chunk,181.369662,0.0,19.2,3.6,0.2,2.8,0.7,269288078400,448861465440,48003360,0,0,0,0,0,9.391555,libc-2.29.so,unlink_chunk,malloc.c,0x94987
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",168.975023,12.7,9.2,0.0,0.0,0.0,0.0,126003780000,11520345600,0,0,0,0,0,0,24.831579,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
call_function_interrupt,136.968612,88.6,0.0,0.0,6.7,28.5,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,call_function_interrupt,[Unknown],0xffffffff95001b20
__kmpc_atomic_float8_sub,136.497929,58.7,9.5,0.0,20.1,50.0,0.0,55681670400,9216276480,192013440,0,0,0,0,0,68.321429,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
mem_cgroup_try_charge_delay,125.829126,96.5,0.0,0.0,0.0,0.0,94.6,720021600,2160064800,0,0,0,0,0,0,7.166667,vmlinux,mem_cgroup_try_charge_delay,[Unknown],0xffffffff946a2100
mem_cgroup_throttle_swaprate,109.512132,84.8,54.0,0.0,8.4,0.0,21.3,2640079200,576017280,0,0,0,0,0,0,8.500000,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffff94669730
__memmove_avx_unaligned_erms,107.472508,15.3,2.0,1.4,0.0,4.7,4.1,29520885600,20736622080,0,0,0,0,0,0,14.661765,libc-2.29.so,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x189080
prep_new_page,107.001825,86.2,7.2,0.0,0.9,0.0,67.7,480014400,5328159840,0,0,0,0,0,0,17.857143,vmlinux,prep_new_page,[Unknown],0xffffffff9460c730
down_read_trylock,102.922577,77.9,45.7,,5.3,,0.0,4080122400,2592077760,0,0,0,0,0,0,0.0,vmlinux,down_read_trylock,[Unknown],0xffffffff944f09f0
operator delete,102.765682,0.0,18.6,5.2,1.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",92.253773,36.8,0.0,2.6,33.4,23.6,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ece0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",92.253773,46.6,0.0,0.0,24.2,41.7,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41ece0
generic_file_buffered_read,91.626196,12.2,11.8,2.3,0.0,1.6,0.0,60241807200,30240907200,0,0,0,0,0,0,8.402597,vmlinux,generic_file_buffered_read,[Unknown],0xffffffff94605250
__intel_avx_rep_memcpy,90.998620,96.4,54.9,,3.2,,11.2,240007200,144004320,0,0,0,0,0,0,3.500000,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46ed80
tcache_put,87.546948,19.2,31.3,,0.0,,0.0,240007200,0,0,0,0,0,0,0,14.025084,libc-2.29.so,tcache_put,malloc.c,0x967bc
up_read,85.507324,89.9,88.7,0.0,0.7,0.0,0.0,8400252000,3024090720,0,0,0,0,0,0,33.375000,vmlinux,up_read,[Unknown],0xffffffff944f0a70
func@0x967a0,75.622991,0.0,19.8,0.8,0.0,0.4,0.4,188885666400,0,0,0,0,0,0,0,8.732210,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
entry_SYSCALL_64,72.014425,8.6,7.4,1.5,0.0,0.0,1.5,8160244800,8784263520,0,0,0,0,0,0,11.416667,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffff95000010
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",71.700636,79.6,0.0,88.2,4.0,19.0,0.0,19920597600,16848505440,0,0,0,96006720,0,0,7.250000,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43e575
__pagevec_lru_add_fn,71.386848,11.6,14.1,7.9,2.4,0.8,0.8,46321389600,26496794880,0,0,0,0,0,0,16.981481,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffff9461a370
func@0x404360,70.916166,6.3,14.9,0.0,2.4,0.0,22.7,87122613600,0,0,0,0,0,0,0,9.064982,driverForGraphClustering,func@0x404360,[Unknown],0x404360
apic_timer_interrupt,70.131695,69.8,0.0,3.2,4.1,25.2,0.0,0,288008640,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff95001a60
find_get_entry,69.661012,27.1,27.0,0.0,4.3,0.0,0.0,25920777600,11808354240,0,0,0,0,0,0,11.487500,vmlinux,find_get_entry,[Unknown],0xffffffff94604140
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",68.719647,6.6,16.5,6.0,1.5,0.8,0.0,0,177701330880,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43ea81
unlink_chunk,67.935176,6.4,13.3,0.0,13.3,9.7,0.0,47521425600,14112423360,48003360,48003360,0,0,0,0,8.277174,libc-2.29.so,unlink_chunk,malloc.c,0x93760
__kmpc_atomic_fixed8_add,64.640399,0.0,27.6,4.1,2.0,0.0,0.0,64561936800,18288548640,0,0,0,0,0,0,17.891304,libiomp5.so,__kmpc_atomic_fixed8_add,kmp_atomic.cpp,0x458a0
tcache_put,63.699034,0.0,0.0,5.5,1.4,0.5,15.6,42961288800,297368920800,0,0,0,0,0,0,7.668605,libc-2.29.so,tcache_put,malloc.c,0x95390
func@0x4043a0,63.385245,0.0,12.8,0.0,2.1,0.0,0.5,180965428800,0,0,0,0,0,0,0,8.361011,driverForGraphClustering,func@0x4043a0,[Unknown],0x4043a0
renumberClustersContiguously,60.247362,47.4,45.0,0.8,1.2,2.1,0.0,95522865600,1152034560,0,0,0,0,0,0,8.530303,driverForGraphClustering,"renumberClustersContiguously(long*, long)",buildNextPhase.cpp,0x451000
llist_reverse_order,58.835314,27.9,12.3,0.0,45.3,48.6,0.0,0,0,0,0,0,0,0,0,0.0,vmlinux,llist_reverse_order,[Unknown],0xffffffff948ec4a0
mark_page_accessed,58.050843,23.0,19.0,,0.0,,0.0,61681850400,5616168480,0,0,0,0,0,0,14.178571,vmlinux,mark_page_accessed,[Unknown],0xffffffff9461adb0
handle_mm_fault,56.168113,66.3,23.6,20.8,6.9,8.3,7.6,15360460800,5760172800,0,0,0,0,0,0,8.500000,vmlinux,handle_mm_fault,[Unknown],0xffffffff94649ab0
sync_regs,56.168113,6.3,0.0,,6.3,,9.0,240007200,3888116640,0,0,0,0,0,0,6.500000,vmlinux,sync_regs,[Unknown],0xffffffff9442f3b0
ktime_get,52.245759,74.9,28.3,0.0,50.7,2.4,0.0,720021600,1008030240,0,0,0,0,0,0,144.100000,vmlinux,ktime_get,[Unknown],0xffffffff94525d90
free_perturb,48.323405,0.0,9.7,4.9,0.0,0.6,0.0,26640799200,0,0,0,0,0,0,0,7.807107,libc-2.29.so,free_perturb,malloc.c,0x95192
copy_page_to_iter,47.068251,27.0,29.9,0.0,0.0,0.0,0.0,24960748800,8640259200,0,0,0,0,0,0,12.048387,vmlinux,copy_page_to_iter,[Unknown],0xffffffff948ea050
flush_smp_call_function_queue,47.068251,31.4,48.7,,14.2,,1.4,0,0,0,0,0,0,0,0,0.0,vmlinux,flush_smp_call_function_queue,[Unknown],0xffffffff94539e00
__alloc_pages_nodemask,44.401051,2.4,32.7,0.4,9.2,2.7,0.0,26880806400,18864565920,0,0,0,0,0,0,10.825000,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffff94611a00
__do_page_fault,44.087262,43.1,40.4,0.0,24.6,1.8,0.0,11040331200,11952358560,0,0,0,0,0,0,72.269231,vmlinux,__do_page_fault,[Unknown],0xffffffff9447c190
kthread_blkcg,43.616580,92.7,16.0,0.0,0.0,0.0,76.6,4320129600,1296038880,0,0,0,0,0,0,18.100000,vmlinux,kthread_blkcg,[Unknown],0xffffffff944bcd80
std::_Rb_tree_decrement,43.145897,4.3,12.7,1.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
__gnu_cxx::new_allocator<double>::allocate,42.204532,0.0,31.6,0.0,0.7,0.7,0.7,2640079200,77330319840,0,0,0,0,0,0,7.128205,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43e707
pmd_pfn,42.204532,97.7,2.0,0.0,0.0,2.0,100.0,2640079200,0,0,0,0,0,0,0,5.833333,vmlinux,pmd_pfn,[Unknown],0xffffffff946434e0
page_counter_try_charge,41.106273,90.8,70.1,0.0,16.9,0.0,10.9,1440043200,144004320,0,0,0,0,0,0,0.0,vmlinux,page_counter_try_charge,[Unknown],0xffffffff94699db0
_cond_resched,36.556342,72.8,7.0,0.0,2.3,0.0,79.3,18240547200,12384371520,0,0,0,0,0,0,11.522727,vmlinux,_cond_resched,[Unknown],0xffffffff94e4b1c0
main$omp$parallel@210,36.242554,14.9,31.5,0.0,7.9,10.5,0.0,13920417600,8640259200,0,0,0,0,0,0,8.125000,driverForGraphClustering,main$omp$parallel@210,driverForGraphClustering.cpp,0x40581d
unmap_page_range,36.242554,83.5,29.4,,7.7,,0.0,12480374400,7488224640,48003360,0,0,0,48003360,0,11.650000,vmlinux,unmap_page_range,[Unknown],0xffffffff94645c80
ktime_get_update_offsets_now,34.830506,65.6,41.7,26.1,39.1,2.6,0.0,240007200,432012960,0,0,0,0,0,0,27.500000,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffff94526be0
ext4_mpage_readpages,34.673612,0.0,7.9,,0.0,,0.0,25440763200,8064241920,0,0,0,0,0,0,10.068182,vmlinux,ext4_mpage_readpages,[Unknown],0xffffffff94797b80
func@0x404080,34.202929,10.8,32.5,0.0,0.0,0.0,0.0,189845695200,0,0,0,0,0,0,0,7.885246,driverForGraphClustering,func@0x404080,[Unknown],0x404080
release_pages,33.889141,25.7,36.5,2.1,0.0,0.0,0.0,24480734400,14544436320,0,0,0,0,0,0,50.134615,vmlinux,release_pages,[Unknown],0xffffffff9461a650
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",33.418459,1.4,19.6,,3.6,,3.6,9120273600,3024090720,0,0,0,0,0,0,7.280488,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43e583
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",33.261564,0.0,16.3,0.0,0.0,0.0,2.7,0,44497334880,0,0,0,0,0,0,0.0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43e517
__fget,32.790882,2.8,3.2,3.2,0.0,0.0,0.0,17040511200,13680410400,0,0,0,0,0,0,6.409091,vmlinux,__fget,[Unknown],0xffffffff946d7b60
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos",29.652998,0.0,14.1,2.4,0.0,0.0,0.0,59521785600,22320669600,0,0,0,0,0,0,30.136792,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<long const, long>>, long const&)",stl_tree.h,0x41f0d0
rcu_all_qs,29.182316,43.3,7.0,0.0,5.3,0.0,26.4,2400072000,14688440640,0,0,0,0,0,0,8.756410,vmlinux,rcu_all_qs,[Unknown],0xffffffff945121e0
__libc_read,28.554739,19.1,11.0,0.0,0.0,0.0,0.0,0,4176125280,0,0,0,0,0,0,7.000000,libpthread-2.29.so,__libc_read,read.c,0x12d80
"std::vector<double, std::allocator<double>>::operator[]",28.240951,7.5,17.5,2.5,0.0,0.0,0.0,352570576800,0,0,0,0,0,0,0,14.342979,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43e044
get_max_fast,28.084057,0.0,20.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
__zone_watermark_ok,27.927163,-0.0,0.0,0.0,0.0,0.0,0.0,64081922400,3888116640,0,0,0,0,0,0,7.809524,vmlinux,__zone_watermark_ok,[Unknown],0xffffffff9460f1f0
_intel_fast_memmove,27.613374,0.0,15.9,11.4,1.1,1.1,1.1,72722181600,7200216000,0,0,0,0,0,0,8.142857,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46b430
__lru_cache_add,27.142692,23.0,0.0,12.2,4.6,1.5,0.0,14160424800,2160064800,0,0,0,0,0,0,11.772727,vmlinux,__lru_cache_add,[Unknown],0xffffffff9461aba0
flush_tlb_func_remote,26.358221,62.8,38.5,15.4,39.8,24.4,0.0,0,0,0,0,0,0,0,0,49.000000,vmlinux,flush_tlb_func_remote,[Unknown],0xffffffff94484330
mem_cgroup_charge_statistics,26.201327,30.3,14.7,0.0,64.5,1.8,0.0,11280338400,8496254880,0,0,0,0,0,0,7.000000,vmlinux,mem_cgroup_charge_statistics,[Unknown],0xffffffff9469bf80
calConstantForSecondTerm$omp$parallel_for@91,25.730644,81.6,5.3,18.4,7.9,70.9,0.0,480014400,0,0,0,0,0,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@91,utilityClusteringFunctions.cpp,0x43dc51
clear_huge_page,25.573750,100.0,0.0,0.0,0.0,0.0,98.1,0,1008030240,0,0,0,0,0,0,0.0,vmlinux,clear_huge_page,[Unknown],0xffffffff9464bbe0
"std::vector<double, std::allocator<double>>::_M_check_len",25.259962,0.0,14.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43e517
__lseek64,24.946173,23.6,14.3,0.0,0.0,0.0,0.0,22560676800,0,0,0,0,0,0,0,3.500000,libpthread-2.29.so,__lseek64,lseek64.c,0x13330
__gnu_cxx::new_allocator<double>::deallocate,24.789279,0.0,16.9,0.0,0.0,0.0,1.2,12720381600,23472704160,0,0,0,0,0,0,9.784314,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43e5b3
wakeup_kswapd,24.789279,91.8,37.5,0.0,62.1,8.2,0.0,720021600,144004320,0,0,0,0,0,0,0.0,vmlinux,wakeup_kswapd,[Unknown],0xffffffff94621490
workingset_activation,24.475491,78.3,45.2,15.1,0.0,0.0,0.0,3840115200,1296038880,0,0,0,0,0,0,17.500000,vmlinux,workingset_activation,[Unknown],0xffffffff9463fde0
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",24.161702,0.0,28.2,0.0,1.3,1.3,0.0,32880986400,243943318080,0,0,0,0,0,0,7.521327,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x43e05e
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",23.691020,0.0,14.9,9.0,0.0,1.5,0.0,0,17136514080,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41ed73
free_pcppages_bulk,23.534126,56.0,0.0,4.0,0.0,69.3,0.0,16560496800,10080302400,0,0,0,0,48003360,0,9.692308,vmlinux,free_pcppages_bulk,[Unknown],0xffffffff9460d780
std::istream::read,23.063443,0.0,30.1,0.0,0.0,5.0,0.0,12720381600,9216276480,0,0,0,0,0,0,7.342105,libstdc++.so.6.0.26,"std::istream::read(char*, long)",[Unknown],0x1110e0
_raw_spin_lock_irqsave,22.435867,61.4,50.8,0.0,19.8,2.8,0.0,1440043200,4032120960,0,0,48003360,0,0,0,28.375000,vmlinux,_raw_spin_lock_irqsave,[Unknown],0xffffffff94e50390
task_tick_fair,22.435867,56.4,21.0,2.6,25.0,35.5,0.0,1920057600,288008640,48003360,0,0,0,0,0,0.0,vmlinux,task_tick_fair,[Unknown],0xffffffff944d77c0
__acct_update_integrals,22.278972,87.5,54.3,0.0,62.9,5.7,0.0,480014400,0,0,0,0,0,0,0,456.500000,vmlinux,__acct_update_integrals,[Unknown],0xffffffff9457ef80
