Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Memory Bound:Persistent Memory Bound(%),Memory Bound:Persistent Memory Bound:Local Persistent Memory(%),Memory Bound:Persistent Memory Bound:Remote Persistent Memory(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",8706.519543,48.6,2.6,0.0,0.0,0.7,29.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,533976018800,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xfaf5
"std::__move_merge<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__ops::_Iter_less_iter>",8266.345109,63.0,18.0,0.0,1.8,0.0,57.2,29.0,100.0,0.0,0.0,0.0,63.5,0.0,0.5,840025200,0,0,0,0,0,140009800,0,2879.000000,imm,"unsigned int* std::__move_merge<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xfb90
"std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",7561.412292,62.6,2.1,0.0,0.0,79.1,59.9,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44241327200,2800084000,0,0,0,0,0,0,11.301587,imm,"void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xf945
"libmemkind::static_kind::allocator<unsigned int>::construct<unsigned int, unsigned int&>",5887.877814,64.0,7.1,0.4,12.0,13.8,67.8,16.6,100.0,0.0,5.2,0.0,47.9,0.0,31.3,37801134000,39201176000,2380166600,0,280019600,0,560039200,0,384.666667,imm,"void libmemkind::static_kind::allocator<unsigned int>::construct<unsigned int, unsigned int&>(unsigned int*, unsigned int&&&) const",memkind_allocator.h,0xec40
"__gnu_cxx::__ops::_Iter_less_iter::operator()<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",3275.159272,65.0,25.0,0.0,3.6,54.4,51.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9520285600,0,140009800,0,0,0,0,0,24.410256,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0x12736
"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::addin",3047.445271,0.0,6.8,0.0,3.5,10.6,8.1,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0,0,0.0,imm,"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::addin(trng::lcg64&)",uniformxx.hpp,0x13253
__GI___libc_malloc,2997.326400,71.5,83.1,0.1,1.7,3.0,3.7,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18480554400,10640319200,0,0,0,0,0,0,94.500000,libc-2.29.so,__GI___libc_malloc,malloc.c,0x98a40
"__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",2816.462648,63.0,13.5,2.1,0.6,0.0,48.8,27.7,100.0,0.0,0.0,0.0,58.2,0.0,14.5,386691600400,0,280019600,0,0,0,140009800,0,28.591160,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0xfbbc
clear_page_erms,2666.106034,72.2,1.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0,0,8.000000,vmlinux,clear_page_erms,[Unknown],0xffffffff99c3c070
"std::__move_merge_adaptive<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",2461.272387,64.1,11.4,0.4,0.0,56.0,55.9,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145884376400,38361150800,140009800,0,0,0,0,0,9.154930,imm,"void std::__move_merge_adaptive<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0x1268a
_int_free,2196.514003,70.0,10.9,0.0,8.9,15.2,8.9,72.9,50.0,0.6,0.0,0.0,50.1,0.0,2.7,24080722400,10640319200,280019600,140009800,0,0,140009800,0,92.794872,libc-2.29.so,_int_free,malloc.c,0x950c0
apic_timer_interrupt,1967.710461,59.9,0.0,0.0,3.1,8.5,7.5,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,1680050400,0,0,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff99e01a60
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",1809.727063,0.0,12.7,0.0,0.2,2.3,23.4,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xfc6e
"__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*>",1682.250804,66.2,39.2,0.0,2.7,43.3,50.6,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960058800,0,140009800,0,0,0,0,0,9.930556,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*) const",predefined_ops.h,0x126bc
"ripples::CountOccurrencies<__gnu_cxx::__normal_iterator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>*, std::vector<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>, std::allocator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>._omp_fn.13",1530.804650,90.2,1.0,85.7,0.2,0.0,75.0,20.4,100.0,0.0,0.0,0.0,3.4,0.0,100.0,526135783600,262927887600,0,0,0,0,280019600,0,66.362919,imm,"ripples::CountOccurrencies<__gnu_cxx::__normal_iterator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>*, std::vector<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>, std::allocator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>._omp_fn.13",counting.h,0xd3a0
"__gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>",1367.373548,70.6,1.7,0.1,0.3,1.6,4.5,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50961528800,0,0,0,0,0,0,0.0,imm,"void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>(unsigned int*, unsigned int const&&&)",new_allocator.h,0x132d0
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",1196.315662,51.7,1.6,0.0,0.0,1.2,27.9,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102203066000,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xfbc5
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",1132.032762,10.7,8.2,0.0,0.0,0.8,31.9,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98562956800,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xfba8
"std::__move_merge_adaptive_backward<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",1112.421030,25.9,5.5,0.1,0.3,0.0,29.4,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145324359600,74762242800,140009800,0,0,0,0,0,28.123077,imm,"void std::__move_merge_adaptive_backward<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0x1271c
"std::__move_merge<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",811.707804,61.4,12.2,0.3,4.1,41.3,36.8,35.7,0.0,4.6,0.0,0.0,0.0,0.0,0.0,32480974400,15400462000,0,140009800,0,0,0,0,7.000000,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>> std::__move_merge<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(unsigned int*, unsigned int*, unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xfd4d
task_tick_fair,562.202989,48.3,4.2,0.0,56.1,2.8,9.6,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25200756000,5880176400,0,0,0,0,0,0,8.769231,vmlinux,task_tick_fair,[Unknown],0xffffffff992d77c0
"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::co",533.874931,0.0,0.0,8.9,6.7,8.7,16.6,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065711970400,0,0,0,0,0,0,0,10.133333,imm,"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::co(trng::lcg64&)",uniformxx.hpp,0x13253
unlink_chunk,531.695850,65.4,22.1,0.0,6.3,0.0,7.1,70.9,100.0,0.0,0.0,0.0,73.7,0.0,24.4,3920117600,280008400,140009800,0,0,0,140009800,0,21.200000,libc-2.29.so,unlink_chunk,malloc.c,0x93760
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",473.950194,17.3,4.5,0.0,0.0,1.8,37.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41721251600,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0x126a0
ktime_get_update_offsets_now,464.144328,50.4,27.8,0.0,48.8,1.4,10.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800294000,3360100800,140009800,0,0,0,0,0,42.692308,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffff99326be0
func@0xa7c0,442.353514,0.3,7.5,0.0,1.7,0.0,29.7,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137764132800,0,0,0,0,0,0,0,7.243243,imm,func@0xa7c0,[Unknown],0xa7c0
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>",402.040509,76.1,1.1,0.0,0.0,0.0,15.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9800294000,0,0,0,0,0,0,0.0,imm,"unsigned int* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)",stl_algobase.h,0xfcb0
_int_malloc,374.801993,25.8,0.0,10.7,6.1,46.8,7.6,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240277200,18200546000,280019600,0,0,0,0,0,10.583333,libc-2.29.so,_int_malloc,malloc.c,0x966c0
"std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Val_less_iter>",359.548423,0.0,21.9,2.4,0.0,0.0,51.1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,197405922000,0,0,0,0,0,0,0.0,imm,"void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Val_less_iter)",stl_algo.h,0xf992
"__gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",355.190260,0.0,18.9,0.0,0.0,0.0,34.8,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126843805200,0,0,0,0,0,0,0,10.000000,imm,"bool __gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(unsigned int&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0xf992
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>",342.115772,59.1,1.3,0.0,0.0,0.0,13.2,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7280218400,0,0,0,0,0,0,0.0,imm,"unsigned int* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)",stl_algobase.h,0xfc94
rcu_sched_clock_irq,288.728279,41.9,0.0,0.0,69.4,1.4,20.6,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6440193200,1960058800,0,0,0,0,0,0,11.500000,vmlinux,rcu_sched_clock_irq,[Unknown],0xffffffff99314a20
ktime_get,281.101494,46.5,18.2,0.0,41.3,1.2,2.7,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400252000,3360100800,0,0,0,0,0,0,7.000000,vmlinux,ktime_get,[Unknown],0xffffffff99325d90
hrtimer_interrupt,253.862978,16.8,0.0,1.1,49.4,7.5,4.5,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080302400,5600168000,0,0,0,0,0,0,10.333333,vmlinux,hrtimer_interrupt,[Unknown],0xffffffff99323c70
update_curr,253.862978,44.2,0.0,13.3,57.4,2.9,8.6,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4480134400,7000210000,0,0,0,0,0,0,9.470588,vmlinux,update_curr,[Unknown],0xffffffff992d2fd0
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",234.251245,0.0,0.0,0.0,8.2,14.4,22.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xec4a
account_user_time,210.281350,38.7,0.0,2.8,74.7,0.0,15.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3360100800,4760142800,0,0,0,0,0,0,21.875000,vmlinux,account_user_time,[Unknown],0xffffffff992ccfa0
native_queued_spin_lock_slowpath,204.833647,16.1,11.5,0.0,12.9,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240277200,0,0,0,0,0,0,0,7.000000,vmlinux,native_queued_spin_lock_slowpath,[Unknown],0xffffffff992f1320
__memset_avx2_erms,203.744106,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,libc-2.29.so,__memset_avx2_erms,memset-vec-unaligned-erms.S,0x1894d0
__GI_,187.400996,22.1,0.0,0.0,36.4,26.1,9.6,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800084000,840025200,0,0,0,0,0,0,20.714286,libc-2.29.so,"float __GI_(long, int, bool, char)",malloc.c,0x991d0
