Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",1745.474994,55.0,8.7,0.0,2.0,62.6,57.4,25.2,0.0,0.0,0.0,0.0,54041621200,840025200,0,0,0,0,38.321678,imm,"void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xf345
"std::__move_merge<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",1609.280004,47.1,21.1,0.3,1.7,35.0,47.3,22.1,0.0,3.6,0.0,0.0,179485384400,92962788800,140009800,140009800,0,0,15.437500,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>> std::__move_merge<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(unsigned int*, unsigned int*, unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xf74d
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::Neighborhood::Neighborhood",1187.402402,60.4,1.3,0.0,18.3,57.8,9.7,71.3,0.0,0.0,0.0,0.0,980029400,0,0,0,0,0,7.140741,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::Neighborhood::Neighborhood(ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)",graph.h,0x12b3e
"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::addin",1165.611204,8.7,4.2,0.0,2.8,7.1,25.8,34.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::addin(trng::lcg64&)",uniformxx.hpp,0x12b73
"__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",1154.279781,60.4,26.6,1.7,2.6,44.0,45.8,24.7,0.0,0.0,0.0,0.0,449273477800,0,0,0,0,0,21.213457,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0xf5bc
clear_page_erms,878.839033,90.0,0.1,0.0,0.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,700021000,700021000,0,0,0,0,7.000000,vmlinux,clear_page_erms,[Unknown],0xffffffffab63c070
"__gnu_cxx::__ops::_Iter_less_iter::operator()<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",772.280072,64.8,26.7,0.4,3.6,41.4,40.5,27.1,0.0,0.0,0.0,0.0,11340340200,0,0,0,0,0,8.087500,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0x12106
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",737.849979,10.1,8.1,0.0,0.0,1.5,37.2,24.4,0.0,0.0,0.0,0.0,0,115083452400,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xf5a8
__GI___libc_malloc,725.646908,80.3,75.1,2.1,1.7,1.0,8.9,43.9,0.0,0.0,0.0,0.0,28000840000,19040571200,0,0,0,0,91.923077,libc-2.29.so,__GI___libc_malloc,malloc.c,0x98a40
"std::vector<bool, std::allocator<bool>>::operator[]",725.428996,10.5,14.3,5.0,5.4,7.2,31.1,38.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"std::vector<bool, std::allocator<bool>>::operator[](unsigned long)",stl_bvector.h,0x12b05
"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::co",626.932779,0.0,17.6,6.7,2.2,2.4,22.2,41.6,0.0,0.0,0.0,0.0,1389821693400,0,0,0,0,0,7.230769,imm,"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::co(trng::lcg64&)",uniformxx.hpp,0x12b73
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",625.407395,22.0,7.4,0.0,0.1,0.4,33.7,21.7,0.0,0.0,0.0,0.0,0,112983389400,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xf5c5
"std::__move_merge_adaptive<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",607.320700,44.9,22.4,0.2,2.5,36.7,46.3,32.9,0.0,0.0,0.0,0.0,174585237400,46201386000,0,0,0,0,48.710843,imm,"void std::__move_merge_adaptive<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0x1205a
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",547.830729,0.0,5.9,0.0,0.0,4.5,34.8,32.6,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xf66e
"std::__move_merge_adaptive_backward<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",460.012199,6.7,12.2,1.1,0.0,0.0,34.8,29.4,0.0,0.0,0.0,0.0,163384901400,83862515800,0,0,0,0,52.168831,imm,"void std::__move_merge_adaptive_backward<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0x120ec
native_queued_spin_lock_slowpath,368.053341,39.4,15.1,3.2,3.2,9.5,0.0,19.7,0.0,0.0,0.0,0.0,10080302400,140004200,0,0,0,0,7.000000,vmlinux,native_queued_spin_lock_slowpath,[Unknown],0xffffffffaacf1320
_int_free,357.811478,72.5,7.1,0.0,12.8,53.6,15.7,74.7,100.0,0.0,17.0,0.0,42841285200,23380701400,560039200,0,420029400,0,19.024390,libc-2.29.so,_int_free,malloc.c,0x950c0
"__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*>",355.850270,68.9,38.6,0.6,1.5,40.3,55.6,28.3,0.0,0.0,0.0,0.0,2380071400,0,0,0,0,0,7.012987,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*) const",predefined_ops.h,0x1208c
"__gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>",295.052827,80.1,2.4,0.6,0.3,0.6,12.4,17.4,0.0,0.0,0.0,0.0,0,51521545600,0,0,0,0,0.0,imm,"void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>(unsigned int*, unsigned int const&&&)",new_allocator.h,0x12bee
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",256.482406,5.9,5.9,0.0,0.0,0.3,38.6,30.6,0.0,0.0,0.0,0.0,0,44381331400,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0x12070
"std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Val_less_iter>",234.473295,0.0,21.1,0.8,0.0,0.0,54.0,20.0,0.0,0.0,0.0,0.0,0,182985489400,0,0,0,0,0.0,imm,"void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Val_less_iter)",stl_algo.h,0xf392
down_read_trylock,156.896629,97.3,36.8,49.5,1.1,3.2,0.0,9.5,0.0,0.0,0.0,0.0,280008400,560016800,0,0,0,0,0.0,vmlinux,down_read_trylock,[Unknown],0xffffffffaacf09f0
"__gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",146.001029,0.0,14.4,0.0,0.0,0.0,44.5,21.9,0.0,0.0,0.0,0.0,51381541400,0,0,0,0,0,23.597701,imm,"bool __gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(unsigned int&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0xf392
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",133.797958,0.0,20.0,0.0,0.0,0.7,45.4,28.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xf771
"std::vector<bool, std::allocator<bool>>::operator[]",116.582912,1.6,7.1,3.9,0.0,2.4,22.0,32.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"std::vector<bool, std::allocator<bool>>::operator[](unsigned long)",stl_bvector.h,0x12bca
apic_timer_interrupt,109.827640,67.5,0.0,12.4,3.8,10.5,14.3,49.7,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffffab801a60
"__gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>",107.866432,40.3,0.0,1.7,0.0,1.7,16.8,21.9,0.0,0.0,0.0,0.0,0,295968878800,0,0,0,0,0.0,imm,"void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>(unsigned int*, unsigned int const&&&)",new_allocator.h,0x12bb8
func@0xa7b0,103.726105,33.1,2.5,0.8,0.0,0.8,29.6,16.4,0.0,0.0,0.0,0.0,141124233600,0,0,0,0,0,8.461538,imm,func@0xa7b0,[Unknown],0xa7b0
_int_malloc,98.278305,44.4,0.8,3.6,6.7,48.4,21.0,42.8,100.0,0.0,18.0,0.0,18760562800,27720831600,140009800,0,140009800,0,10.423077,libc-2.29.so,_int_malloc,malloc.c,0x966c0
up_read,82.806554,97.4,80.2,3.4,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,700021000,0,0,0,0,0,0.0,vmlinux,up_read,[Unknown],0xffffffffaacf0a70
__handle_mm_fault,81.063258,83.9,2.0,15.6,46.8,17.6,0.0,62.4,0.0,0.0,0.0,0.0,2800084000,1400042000,0,0,0,0,7.000000,vmlinux,__handle_mm_fault,[Unknown],0xffffffffaae48830
unlink_chunk,74.525899,63.4,0.0,0.0,6.9,78.2,17.2,66.7,100.0,0.0,34.1,0.0,5320159600,1960058800,280019600,0,140009800,0,13.833333,libc-2.29.so,unlink_chunk,malloc.c,0x93760
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>",73.654251,33.8,5.6,0.0,0.0,1.1,32.7,0.0,0.0,0.0,0.0,0.0,0,4340130200,0,0,0,0,0.0,imm,"unsigned int* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)",stl_algobase.h,0xf694
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",69.078099,5.2,9.0,0.0,0.0,1.5,52.3,23.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0x12077
"std::__copy_move_backward<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_move_b<unsigned int>",66.027331,0.0,19.5,0.0,0.0,0.0,62.7,0.0,0.0,0.0,0.0,0.0,0,16100483000,0,0,0,0,0.0,imm,"unsigned int* std::__copy_move_backward<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_move_b<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)",stl_algobase.h,0xf345
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>",59.707884,52.8,7.3,0.0,0.0,0.0,11.7,24.9,0.0,0.0,0.0,0.0,0,15540466200,0,0,0,0,0.0,imm,"unsigned int* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)",stl_algobase.h,0xf6b0
page_fault,56.875028,12.3,0.0,0.0,26.7,0.0,35.6,6.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_fault,[Unknown],0xffffffffab801070
"__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",51.209316,0.0,7.2,0.0,1.8,0.0,41.3,25.1,100.0,0.0,100.0,0.0,388091642400,0,280019600,0,140009800,0,32.888889,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0xf389
__memset_avx2_erms,48.594372,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,__memset_avx2_erms,memset-vec-unaligned-erms.S,0x1894d0
ktime_get_update_offsets_now,48.376461,55.6,10.6,10.6,48.6,8.5,10.6,54.9,0.0,0.0,0.0,0.0,700021000,700021000,0,0,0,0,7.000000,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffffaad26be0
ktime_get,48.158549,63.1,19.2,34.9,24.4,1.7,0.0,54.1,0.0,0.0,0.0,0.0,980029400,560016800,0,0,0,0,7.000000,vmlinux,ktime_get,[Unknown],0xffffffffaad25d90
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>",47.068989,24.4,6.0,0.0,2.0,0.0,33.9,10.0,0.0,0.0,0.0,0.0,0,26180785400,0,0,0,0,0.0,imm,"unsigned int* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)",stl_algobase.h,0xf537
std::_Bit_reference::operator=,46.197341,70.8,3.7,0.0,3.7,0.0,18.4,23.9,0.0,0.0,0.0,0.0,70142104200,100243007200,0,0,0,0,7.662252,imm,std::_Bit_reference::operator=(bool),stl_bvector.h,0x12bdc
clear_subpage,43.800309,89.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100063000,980029400,0,0,0,0,8.333333,vmlinux,clear_subpage,[Unknown],0xffffffffaae43800
__GI_,43.146573,29.1,34.2,6.4,15.0,29.9,12.8,55.6,0.0,0.0,0.0,0.0,4620138600,1260037800,0,0,0,0,12.428571,libc-2.29.so,"float __GI_(long, int, bool, char)",malloc.c,0x991d0
operator new,38.570421,0.0,28.9,0.0,0.0,18.4,26.3,26.3,0.0,0.0,0.0,0.0,280008400,9520285600,0,0,0,0,9.000000,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
task_tick_fair,35.083829,63.0,24.2,0.0,33.9,50.9,9.7,29.1,0.0,24.2,0.0,0.0,3360100800,700021000,140009800,140009800,0,0,13.000000,vmlinux,task_tick_fair,[Unknown],0xffffffffaacd77c0
