Function,Hardware Event Count:INST_RETIRED.ANY,Hardware Event Count:CPU_CLK_UNHALTED.THREAD,Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC,Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK,Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.ALL_STORES_PS,Hardware Event Count:MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Hardware Event Count:OCR.ALL_READS.L3_MISS_LOCAL_DRAM.ANY_SNOOP,Hardware Event Count:OCR.ALL_READS.L3_MISS_REMOTE_HOP1_DRAM.ANY_SNOOP,Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L3_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_MEM_ANY,Hardware Event Count:DTLB_LOAD_MISSES.STLB_HIT,Hardware Event Count:DTLB_LOAD_MISSES.WALK_ACTIVE,Hardware Event Count:DTLB_STORE_MISSES.STLB_HIT,Hardware Event Count:DTLB_STORE_MISSES.WALK_ACTIVE,Hardware Event Count:EXE_ACTIVITY.1_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.2_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.BOUND_ON_STORES,Hardware Event Count:EXE_ACTIVITY.EXE_BOUND_0_PORTS,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4_PS,Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE,Hardware Event Count:INT_MISC.RECOVERY_CYCLES,Hardware Event Count:L1D_PEND_MISS.FB_FULL:cmask=1,Hardware Event Count:L1D_PEND_MISS.PENDING,Hardware Event Count:L2_RQSTS.RFO_HIT,Hardware Event Count:LD_BLOCKS.NO_SR,Hardware Event Count:LD_BLOCKS.STORE_FORWARD,Hardware Event Count:LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,Hardware Event Count:MEM_INST_RETIRED.LOCK_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_STORES_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_STORES_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.LOCAL_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_FWD,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_HITM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_PMM_PS,Hardware Event Count:MEM_LOAD_RETIRED.FB_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.LOCAL_PMM_PS,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HIT_OTHER_CORE_FWD,Hardware Event Count:OCR.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OCR.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.PF_L2_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OFFCORE_REQUESTS_BUFFER.SQ_FULL,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,Hardware Event Count:UOPS_ISSUED.ANY,Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS,Hardware Event Count:Total_Latency_MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Module,Function (Full),Source File,Start Address
tcache_get,2079349903200,1056025344000,795619094400,11040331200,320009600,379211376000,958588756800,3761128000,0,0,1161601765632,16000024320,19200029184,12800019456,179200272384,9600014592,4640139200,160004800,0,288000437760,227200345344,6400009728,3200004864,6400448000,822401250048,32000048640,0,44800068096,320004800,0,0,5920177600,0,0,0,0,0,0,0,0,0,0,0,0,0,160004800,467200710144,10720321600,7040211200,160067200,0,0,0,0,0,0,0,0,16000024320,163200248064,611200929024,9600014592,1619202461184,1840002796800,28328496000,libc-2.29.so,tcache_get,malloc.c,0x98bd9
plm_analyzeClusters$omp$parallel_for@64,1915245964800,3246077904000,2362456697600,25440763200,960028800,737302118400,298728961600,9042712000,320009600,160004800,3328005058560,1376002091520,1254401906688,1331202023424,1689602568192,19200029184,94562836800,5120153600,12800384000,368000559360,416000632320,201600306432,16000024320,10560739200,1571202388224,32000048640,0,1811202753024,0,0,640019200,7680230400,0,0,0,160004800,0,0,0,0,160011200,0,0,0,160011200,14720441600,707201074944,22880686400,21600648000,400168000,320022400,0,0,0,0,0,0,0,28800043776,713601084672,2060803132416,230400350208,2460803740416,2252803424256,81352398400,driverForGraphClustering,plm_analyzeClusters$omp$parallel_for@64,parallelLouvainMethod-nrt.cpp,0x432dd4
std::_Rb_tree_increment,1494635870400,8931214344000,6056145344000,70882126400,36321089600,696660899200,0,10355105600,9280278400,1760052800,9123213867264,6841610399232,6940810550016,6214409445888,7228810987776,6400009728,391051731200,0,960028800,464000705280,294400447488,0,57600087552,17281209600,1132801721856,153600233472,0,9929615092992,0,0,0,4960148800,0,0,0,2880086400,0,0,0,0,5440380800,0,0,0,640044800,27840835200,704001070080,61281838400,49761492800,6242620800,12480873600,3200224000,0,0,0,0,0,0,9600014592,1769602689792,7603211556864,211200321024,1926402928128,1475202242304,184839435200,libstdc++.so.6.0.26,std::_Rb_tree_increment(std::_Rb_tree_node_base*),[Unknown],0xbcd90
operator new,1033224796800,864020736000,636015264000,8320249600,320009600,87362620800,62721881600,6065819200,0,160004800,835201269504,19200029184,3200004864,3200004864,198400301568,3200004864,5920177600,160004800,0,179200272384,112000170240,3200004864,0,4800336000,672001021440,32000048640,0,25600038912,0,0,0,2720081600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89600136192,0,0,0,0,0,0,0,0,0,0,0,6400009728,128000194560,345600525312,12800019456,1289601960192,1036801575936,44301286400,libstdc++.so.6.0.26,operator new(unsigned long),[Unknown],0xa5a10
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",938122514400,822519740000,624414985600,7840235200,480014400,24640739200,1047231416000,2160648000,0,160004800,896001361920,9600014592,3200004864,6400009728,147200223744,3200004864,7040211200,480014400,160004800,198400301568,131200199424,0,0,7360515200,508800773376,25600038912,0,22400034048,0,0,0,3040091200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000024320,0,0,0,0,0,0,0,0,0,0,0,0,96000145920,320000486400,25600038912,1510402295808,659201001984,15604680000,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43eea3
"std::vector<double, std::allocator<double>>::push_back",920422089600,796019104000,581613958400,6560196800,480014400,212486374400,15200456000,4257276800,0,0,761601157632,9600014592,12800019456,25600038912,150400228608,0,800024000,960028800,2560076800,156800238336,118400179968,3200004864,6400009728,160011200,844801284096,3200004864,0,32000048640,0,0,0,1760052800,0,0,0,0,0,0,0,0,0,0,0,0,0,320009600,256000389120,160004800,0,0,0,0,0,0,0,0,0,0,0,89600136192,278400423168,16000024320,876801332736,784001191680,32873859200,driverForGraphClustering,"std::vector<double, std::allocator<double>>::push_back(double const&)",stl_vector.h,0x43f257
__intel_ssse3_rep_memmove,892521420000,1150027600000,838820131200,12480374400,960028800,261767852800,210566316800,2448734400,2720081600,0,1100801673216,204800311296,35200053504,35200053504,400000608000,0,11840355200,1760052800,1920057600,102400155648,144000218880,99200150784,9600014592,12000840000,502400763648,73600111872,51200077824,726401104128,4480067200,0,0,4800144000,0,0,0,0,0,0,0,0,160011200,0,0,0,0,21760652800,214400325888,9760292800,12640379200,80033600,0,0,0,0,0,0,0,0,48000072960,355200539904,620800943616,224000340480,928001410560,857601303552,57521251200,driverForGraphClustering,__intel_ssse3_rep_memmove,[Unknown],0x47ccf0
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=",792019008000,921522116000,642815427200,7840235200,320009600,375051251200,0,10435129600,480014400,320009600,912001386240,64000097280,28800043776,32000048640,236800359936,3200004864,57601728000,0,0,217600330752,156800238336,0,0,4480313600,716801089536,12800019456,0,76800116736,320004800,0,0,640019200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348800530176,0,0,0,0,0,0,0,0,0,0,0,6400009728,192000291840,492800749056,25600038912,1001601522432,521600792832,74758420800,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator!=(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x43ed86
get_page_from_freelist,736517676000,513012312000,553213276800,5120153600,5760172800,147844435200,72482174400,2304691200,320009600,480014400,579200880384,147200223744,118400179968,76800116736,172800262656,0,7840235200,480014400,2400072000,51200077824,67200102144,44800068096,0,640044800,310400471808,0,3200004864,307200466944,960014400,0,0,8160244800,0,0,0,0,0,0,0,0,0,160011200,0,0,0,5120153600,169600257792,6400192000,4960148800,80033600,160011200,0,0,0,0,0,0,0,19200029184,80000121600,150400228608,134400204288,624000948480,771201172224,28968688000,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9c60f520
native_queued_spin_lock_slowpath,661815883200,8648707564000,6373352956800,68802064000,1600048000,161924857600,160004800,1904571200,0,0,8003212164864,80000121600,89600136192,44800068096,1308801989376,0,0,0,0,508800773376,0,0,2416003672320,160011200,2646404022528,0,0,99200150784,0,0,0,0,160011200,0,0,0,0,32017600,0,0,0,0,0,0,0,0,64000097280,0,0,0,0,0,0,0,0,0,0,0,294400447488,128000194560,492800749056,2345603565312,1936002942720,1900802889216,23078921600,vmlinux,native_queued_spin_lock_slowpath,[Unknown],0xffffffff9c4f1320
xas_load,616214788800,354508508000,506812163200,4640139200,6400192000,96002880000,52321569600,1152345600,0,0,348800530176,12800019456,6400009728,6400009728,102400155648,19200029184,2400072000,0,0,92800141056,70400107008,0,0,1600112000,195200296704,0,0,6400009728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120033600,76800116736,640019200,480014400,0,0,0,0,0,0,0,0,0,0,16000024320,51200077824,0,608000924160,656000997120,11635489600,vmlinux,xas_load,[Unknown],0xffffffff9ce39ba0
unlink_chunk,557413377600,2600062400000,1670040080000,20320609600,11360340800,155844675200,250087502400,2672801600,6080182400,160004800,2396803643136,1683202558464,1702402587648,1587202412544,1804802743296,6400009728,240647219200,2720081600,76962308800,108800165376,118400179968,28800043776,3200004864,4000280000,489600744192,28800043776,0,7520011430400,320004800,0,0,2560076800,0,0,0,2560076800,160004800,0,0,0,2080145600,0,0,0,960067200,6720201600,86400131328,13440403200,5760172800,240100800,5920414400,1280089600,0,0,0,0,0,0,12800019456,1318402003968,2166403292928,521600792832,803201220864,505600768512,69732913600,libc-2.29.so,unlink_chunk,malloc.c,0x94987
"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>",520512492000,880521132000,626415033600,6560196800,1760052800,212486374400,22080662400,1952585600,0,0,787201196544,0,0,0,57600087552,3200004864,0,0,0,108800165376,73600111872,0,176000267520,160011200,448000680960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182400277248,0,0,0,0,0,0,0,0,0,0,0,6400009728,6400009728,118400179968,70400107008,864001313280,867201318144,13556065600,libiomp5.so,"bool _INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_wait_template<kmp_flag_64, (int)0, (bool)0, (bool)1>(kmp_info*, kmp_flag_64*, void*)",kmp_wait_release.h,0x62cf8
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",441310591200,2145551492000,1567637622400,18880566400,1600048000,137284118400,238087142400,1792537600,0,0,1804802743296,1820802767616,1398402125568,1257601911552,1814402757888,0,10560316800,320009600,640019200,108800165376,48000072960,0,3200004864,11840828800,435200661504,3200004864,0,1814402757888,0,0,0,800024000,0,0,0,0,0,0,0,0,0,0,0,0,320022400,1440043200,89600136192,6080182400,2720081600,0,1280089600,1120078400,0,0,0,0,0,0,9600014592,246400374528,1955202971904,54400082688,534400812288,387200588544,41564465600,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43f337
tcache_put,421510116000,286506876000,218405241600,2240067200,160004800,71042131200,384011520000,704211200,0,0,320000486400,6400009728,9600014592,19200029184,38400058368,6400009728,0,160004800,0,51200077824,35200053504,28800043776,0,960067200,160000243200,12800019456,0,25600038912,0,0,0,2240067200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73600111872,960028800,1760052800,0,0,0,0,0,0,0,0,0,3200004864,44800068096,108800165376,41600063232,393600598272,467200710144,5489646400,libc-2.29.so,tcache_put,malloc.c,0x95390
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",372608942400,4116098784000,2698064752000,26880806400,17440523200,113283398400,24960748800,2032609600,4960148800,0,4265606483712,3478405287168,3520005350400,3353605097472,3664005569280,0,240167204800,320009600,2560076800,176000267520,108800165376,0,0,2880201600,496000753920,60800092416,0,5238407962368,0,0,480014400,4320129600,0,0,0,960028800,0,0,0,0,800056000,0,0,0,160011200,480014400,118400179968,5600168000,2880086400,240100800,2240156800,800056000,0,0,0,0,0,0,0,496000753920,3712005642240,115200175104,972801478656,579200880384,59041707200,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41fa60
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",351608438400,251006024000,203204876800,1600048000,640019200,0,190565716800,0,480014400,0,284800432896,35200053504,28800043776,19200029184,96000145920,0,15040451200,0,0,54400082688,32000048640,0,3200004864,5440380800,163200248064,32000048640,0,140800214016,0,0,0,480014400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000048640,86400131328,9600014592,288000437760,284800432896,0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f7d1
free_perturb,306007344000,142003408000,106002544000,1440043200,0,29440883200,0,1856556800,320009600,0,144000218880,9600014592,9600014592,9600014592,25600038912,0,160004800,0,0,28800043776,32000048640,0,0,0,64000097280,0,0,16000024320,0,0,0,960028800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200029184,320009600,0,0,0,0,0,0,0,0,0,0,0,3200004864,9600014592,3200004864,249600379392,281600428032,13604080000,libc-2.29.so,free_perturb,malloc.c,0x95192
